UniProt Name,UniProt Accession,UniProt gene,Ensembl Gene,CD,CSPA category,main functional class,Surfy,Surfy Score,surfy_class,uniprot_status,uniprot_current_accession,uniprot_current_entry_name,uniprot_primary_gene,gene_symbol_changed,foldable,class_conflict
IGDC3_HUMAN,Q8IVU1,IGDCC3,ENSG00000174498,,NA,Receptors,surface,0.9681,surface,active_reviewed,Q8IVU1,IGDC3_HUMAN,IGDCC3,no,yes,no
IGDC4_HUMAN,Q8TDY8,IGDCC4,ENSG00000103742,,1,Receptors,surface,0.9113,surface,active_reviewed,Q8TDY8,IGDC4_HUMAN,IGDCC4,no,yes,no
IGF1R_HUMAN,P08069,IGF1R,ENSG00000140443,CD221,1,Receptors,surface,0.9791,surface,active_reviewed,P08069,IGF1R_HUMAN,IGF1R,no,yes,no
IGF1_HUMAN,P05019,IGF1,ENSG00000017427,,NA,Unclassified,,0.3832,unclassified,active_reviewed,P05019,IGF1_HUMAN,IGF1,no,yes,no
IGF2_HUMAN,P01344,IGF2,ENSG00000167244,,NA,Unclassified,,0.3812,unclassified,active_reviewed,P01344,IGF2_HUMAN,IGF2,no,yes,no
IGFL1_HUMAN,Q6UW32,IGFL1,ENSG00000188293,,NA,,,0.7405,unclassified,active_reviewed,Q6UW32,IGFL1_HUMAN,IGFL1,no,yes,no
IGFL2_HUMAN,Q6UWQ7,IGFL2,ENSG00000204866,,NA,,,0.3952,unclassified,active_reviewed,Q6UWQ7,IGFL2_HUMAN,IGFL2,no,yes,no
IGFL3_HUMAN,Q6UXB1,IGFL3,ENSG00000188624,,NA,,,0.5729,unclassified,active_reviewed,Q6UXB1,IGFL3_HUMAN,IGFL3,no,yes,no
IGFL4_HUMAN,Q6B9Z1,IGFL4,ENSG00000204869,,NA,,,0.7924,unclassified,active_reviewed,Q6B9Z1,IGFL4_HUMAN,IGFL4,no,yes,no
IGFR1_HUMAN,Q9H665,IGFLR1,ENSG00000126246,,NA,Unclassified,surface,0.5326,surface,active_reviewed,Q9H665,IGFR1_HUMAN,IGFLR1,no,yes,no
IGIP_HUMAN,A6NJ69,IGIP,ENSG00000182700,,NA,,,0.3194,unclassified,active_reviewed,A6NJ69,IGIP_HUMAN,IGIP,no,yes,no
IGJ_HUMAN,P01591,IGJ,ENSG00000132465,,NA,,,0.6846,unclassified,active_reviewed,P01591,IGJ_HUMAN,JCHAIN,yes,yes,no
IGLL1_HUMAN,P15814,IGLL1,ENSG00000128322,CD179b,NA,Unclassified,,0.3912,unclassified,active_reviewed,P15814,IGLL1_HUMAN,IGLL1,no,yes,no
IGLL5_HUMAN,B9A064,IGLL5,ENSG00000254709,,NA,Unclassified,,0.5589,unclassified,active_reviewed,B9A064,IGLL5_HUMAN,IGLL5,no,yes,no
IGLO5_HUMAN,A6NGN9,IGLON5,ENSG00000142549,,1,Unclassified,,0.7804,unclassified,active_reviewed,A6NGN9,IGLO5_HUMAN,IGLON5,no,yes,no
IGS10_HUMAN,Q6WRI0,IGSF10,ENSG00000152580,,NA,,,0.7525,unclassified,active_reviewed,Q6WRI0,IGS10_HUMAN,IGSF10,no,yes,no
IGS11_HUMAN,Q5DX21,IGSF11,ENSG00000144847,,NA,Receptors,surface,0.9122,surface,active_reviewed,Q5DX21,IGS11_HUMAN,IGSF11,no,yes,no
IGS21_HUMAN,Q96ID5,IGSF21,ENSG00000117154,,NA,,,0.6168,unclassified,active_reviewed,Q96ID5,IGS21_HUMAN,IGSF21,no,yes,no
IGS23_HUMAN,A1L1A6,IGSF23,ENSG00000216588,,NA,Unclassified,,0.4232,unclassified,active_reviewed,A1L1A6,IGS23_HUMAN,IGSF23,no,yes,no
IGSF1_HUMAN,Q8N6C5,IGSF1,ENSG00000147255,,1,Receptors,surface,0.8184,surface,active_reviewed,Q8N6C5,IGSF1_HUMAN,IGSF1,no,yes,no
IGSF2_HUMAN,Q93033,CD101,ENSG00000134256,CD101,1,Receptors,surface,0.8463,surface,active_reviewed,Q93033,IGSF2_HUMAN,CD101,no,yes,no
IGSF3_HUMAN,O75054,IGSF3,ENSG00000143061,,1,Receptors,surface,0.8563,surface,active_reviewed,O75054,IGSF3_HUMAN,IGSF3,no,yes,no
IGSF5_HUMAN,Q9NSI5,IGSF5,ENSG00000183067,,NA,Receptors,surface,0.6228,surface,active_reviewed,Q9NSI5,IGSF5_HUMAN,IGSF5,no,yes,no
IGSF6_HUMAN,O95976,IGSF6,ENSG00000140749,,NA,Receptors,surface,0.9421,surface,active_reviewed,O95976,IGSF6_HUMAN,IGSF6,no,yes,no
IGSF8_HUMAN,Q969P0,IGSF8,ENSG00000162729,CD316,1,Receptors,surface,0.486,surface,active_reviewed,Q969P0,IGSF8_HUMAN,IGSF8,no,yes,no
IHH_HUMAN,Q14623,IHH,ENSG00000163501,,NA,,,0.4711,unclassified,active_reviewed,Q14623,IHH_HUMAN,IHH,no,yes,no
IKIP_HUMAN,Q70UQ0,IKBIP,ENSG00000166130,,2,,nonsurface,0.2176,non_surface,active_reviewed,Q70UQ0,IKIP_HUMAN,IKBIP,no,yes,no
IL10_HUMAN,P22301,IL10,ENSG00000136634,,NA,,,0.5968,unclassified,active_reviewed,P22301,IL10_HUMAN,IL10,no,yes,no
IL11_HUMAN,P20809,IL11,ENSG00000095752,,NA,,,0.3234,unclassified,active_reviewed,P20809,IL11_HUMAN,IL11,no,yes,no
IL12A_HUMAN,P29459,IL12A,ENSG00000168811,,NA,,,0.5868,unclassified,active_reviewed,P29459,IL12A_HUMAN,IL12A,no,yes,no
IL12B_HUMAN,P29460,IL12B,ENSG00000113302,,NA,,,0.6487,unclassified,active_reviewed,P29460,IL12B_HUMAN,IL12B,no,yes,no
IL13_HUMAN,P35225,IL13,ENSG00000169194,,NA,,,0.7206,unclassified,active_reviewed,P35225,IL13_HUMAN,IL13,no,yes,no
IL15_HUMAN,P40933,IL15,ENSG00000164136,,NA,,,0.7445,unclassified,active_reviewed,P40933,IL15_HUMAN,IL15,no,yes,no
IL17B_HUMAN,Q9UHF5,IL17B,ENSG00000127743,,NA,,,0.6267,unclassified,active_reviewed,Q9UHF5,IL17B_HUMAN,IL17B,no,yes,no
IL17C_HUMAN,Q9P0M4,IL17C,ENSG00000124391,,NA,,,0.4271,unclassified,active_reviewed,Q9P0M4,IL17C_HUMAN,IL17C,no,yes,no
IL17D_HUMAN,Q8TAD2,IL17D,ENSG00000172458,,1,,,0.6866,unclassified,active_reviewed,Q8TAD2,IL17D_HUMAN,IL17D,no,yes,no
IL17F_HUMAN,Q96PD4,IL17F,ENSG00000112116,,NA,,,0.7445,unclassified,active_reviewed,Q96PD4,IL17F_HUMAN,IL17F,no,yes,no
IL17_HUMAN,Q16552,IL17A,ENSG00000112115,,NA,,,0.7126,unclassified,active_reviewed,Q16552,IL17_HUMAN,IL17A,no,yes,no
IL18R_HUMAN,Q13478,IL18R1,ENSG00000115604,CD218a,1,Receptors,surface,0.8283,surface,active_reviewed,Q13478,IL18R_HUMAN,IL18R1,no,yes,no
IL19_HUMAN,Q9UHD0,IL19,ENSG00000142224,,NA,,,0.6966,unclassified,active_reviewed,Q9UHD0,IL19_HUMAN,IL19,no,yes,no
IL1AP_HUMAN,Q9NPH3,IL1RAP,ENSG00000196083,,1,Receptors,surface,0.8675,surface,active_reviewed,Q9NPH3,IL1AP_HUMAN,IL1RAP,no,yes,no
IL1R1_HUMAN,P14778,IL1R1,ENSG00000115594,CD121a,1,Receptors,surface,0.887,surface,active_reviewed,P14778,IL1R1_HUMAN,IL1R1,no,yes,no
IL1R2_HUMAN,P27930,IL1R2,ENSG00000115590,CD121b,1,Receptors,surface,0.9351,surface,active_reviewed,P27930,IL1R2_HUMAN,IL1R2,no,yes,no
IL1RA_HUMAN,P18510,IL1RN,ENSG00000136689,,NA,,,0.7066,unclassified,active_reviewed,P18510,IL1RA_HUMAN,IL1RN,no,yes,no
IL20_HUMAN,Q9NYY1,IL20,ENSG00000162891,,NA,,,0.3613,unclassified,active_reviewed,Q9NYY1,IL20_HUMAN,IL20,no,yes,no
IL21R_HUMAN,Q9HBE5,IL21R,ENSG00000103522,CD360,NA,Receptors,surface,0.7525,surface,active_reviewed,Q9HBE5,IL21R_HUMAN,IL21R,no,yes,no
IL21_HUMAN,Q9HBE4,IL21,ENSG00000138684,,NA,,,0.6567,unclassified,active_reviewed,Q9HBE4,IL21_HUMAN,IL21,no,yes,no
IL22_HUMAN,Q9GZX6,IL22,ENSG00000127318,,NA,,,0.7086,unclassified,active_reviewed,Q9GZX6,IL22_HUMAN,IL22,no,yes,no
IL23A_HUMAN,Q9NPF7,IL23A,ENSG00000110944,,NA,,,0.3533,unclassified,active_reviewed,Q9NPF7,IL23A_HUMAN,IL23A,no,yes,no
IL23R_HUMAN,Q5VWK5,IL23R,ENSG00000162594,,NA,Receptors,surface,0.9321,surface,active_reviewed,Q5VWK5,IL23R_HUMAN,IL23R,no,yes,no
IL24_HUMAN,Q13007,IL24,ENSG00000162892,,NA,,,0.6886,unclassified,active_reviewed,Q13007,IL24_HUMAN,IL24,no,yes,no
IL25_HUMAN,Q9H293,IL25,ENSG00000166090,,NA,,,0.7146,unclassified,active_reviewed,Q9H293,IL25_HUMAN,IL25,no,yes,no
IL26_HUMAN,Q9NPH9,IL26,ENSG00000111536,,NA,,,0.3313,unclassified,active_reviewed,Q9NPH9,IL26_HUMAN,IL26,no,yes,no
IL27A_HUMAN,Q8NEV9,IL27,ENSG00000197272,,NA,,,0.2834,unclassified,active_reviewed,Q8NEV9,IL27A_HUMAN,IL27,no,yes,no
IL27B_HUMAN,Q14213,EBI3,ENSG00000105246,,NA,,,0.7325,unclassified,active_reviewed,Q14213,IL27B_HUMAN,EBI3,no,yes,no
IL2RA_HUMAN,P01589,IL2RA,ENSG00000134460,CD25,1,Receptors,surface,0.7705,surface,active_reviewed,P01589,IL2RA_HUMAN,IL2RA,no,yes,no
IL2RB_HUMAN,P14784,IL2RB,ENSG00000100385,CD122,1,Receptors,surface,0.9441,surface,active_reviewed,P14784,IL2RB_HUMAN,IL2RB,no,yes,no
IL2RG_HUMAN,P31785,IL2RG,ENSG00000147168,CD132,1,Receptors,surface,0.9122,surface,active_reviewed,P31785,IL2RG_HUMAN,IL2RG,no,yes,no
IL2_HUMAN,P60568,IL2,ENSG00000109471,,NA,,,0.3253,unclassified,active_reviewed,P60568,IL2_HUMAN,IL2,no,yes,no
IL31R_HUMAN,Q8NI17,IL31RA,ENSG00000164509,,NA,Receptors,surface,0.9441,surface,active_reviewed,Q8NI17,IL31R_HUMAN,IL31RA,no,yes,no
IL31_HUMAN,Q6EBC2,IL31,ENSG00000204671,,NA,,,0.7725,unclassified,active_reviewed,Q6EBC2,IL31_HUMAN,IL31,no,yes,no
IL32_HUMAN,P24001,IL32,ENSG00000008517,,NA,,,0.6028,unclassified,active_reviewed,P24001,IL32_HUMAN,IL32,no,yes,no
IL34_HUMAN,Q6ZMJ4,IL34,ENSG00000157368,,NA,,,0.6387,unclassified,active_reviewed,Q6ZMJ4,IL34_HUMAN,IL34,no,yes,no
IL3RA_HUMAN,P26951,IL3RA,ENSG00000185291,CD123,1,Receptors,surface,0.7824,surface,active_reviewed,P26951,IL3RA_HUMAN,IL3RA,no,yes,no
IL3RB_HUMAN,P32927,CSF2RB,ENSG00000100368,CD131,1,Receptors,surface,0.7663,surface,active_reviewed,P32927,IL3RB_HUMAN,CSF2RB,no,yes,no
IL3_HUMAN,P08700,IL3,ENSG00000164399,,NA,,,0.7006,unclassified,active_reviewed,P08700,IL3_HUMAN,IL3,no,yes,no
IL4RA_HUMAN,P24394,IL4R,ENSG00000077238,CD124,1,Receptors,surface,0.9045,surface,active_reviewed,P24394,IL4RA_HUMAN,IL4R,no,yes,no
IL4_HUMAN,P05112,IL4,ENSG00000113520,,NA,,,0.7186,unclassified,active_reviewed,P05112,IL4_HUMAN,IL4,no,yes,no
IL5RA_HUMAN,Q01344,IL5RA,ENSG00000091181,CD125,1,Receptors,surface,0.8762,surface,active_reviewed,Q01344,IL5RA_HUMAN,IL5RA,no,yes,no
IL5_HUMAN,P05113,IL5,ENSG00000113525,,NA,,,0.6846,unclassified,active_reviewed,P05113,IL5_HUMAN,IL5,no,yes,no
IL6RA_HUMAN,P08887,IL6R,ENSG00000160712,CD126,NA,Receptors,surface,0.8713,surface,active_reviewed,P08887,IL6RA_HUMAN,IL6R,no,yes,no
IL6RB_HUMAN,P40189,IL6ST,ENSG00000134352,CD130,1,Receptors,surface,0.9734,surface,active_reviewed,P40189,IL6RB_HUMAN,IL6ST,no,yes,no
IL6_HUMAN,P05231,IL6,ENSG00000136244,,NA,,,0.7385,unclassified,active_reviewed,P05231,IL6_HUMAN,IL6,no,yes,no
IL7RA_HUMAN,P16871,IL7R,ENSG00000168685,CD127,1,Receptors,surface,0.9663,surface,active_reviewed,P16871,IL7RA_HUMAN,IL7R,no,yes,no
IL7_HUMAN,P13232,IL7,ENSG00000104432,,NA,,,0.7026,unclassified,active_reviewed,P13232,IL7_HUMAN,IL7,no,yes,no
IL8_HUMAN,P10145,CXCL8,ENSG00000169429,,NA,,,0.3273,unclassified,active_reviewed,P10145,IL8_HUMAN,CXCL8,no,yes,no
IL9R_HUMAN,Q01113,IL9R,ENSG00000124334,CD129,NA,Receptors,surface,0.8708,surface,active_reviewed,Q01113,IL9R_HUMAN,IL9R,no,yes,no
IL9_HUMAN,P15248,IL9,ENSG00000145839,,NA,,,0.7365,unclassified,active_reviewed,P15248,IL9_HUMAN,IL9,no,yes,no
ILDR1_HUMAN,Q86SU0,ILDR1,ENSG00000145103,,NA,Unclassified,surface,0.6068,surface,active_reviewed,Q86SU0,ILDR1_HUMAN,ILDR1,no,yes,no
ILDR2_HUMAN,Q71H61,ILDR2,ENSG00000143195,,NA,Unclassified,,0.515,unclassified,active_reviewed,Q71H61,ILDR2_HUMAN,ILDR2,no,yes,no
ILRL1_HUMAN,Q01638,IL1RL1,ENSG00000115602,,NA,Receptors,surface,0.9421,surface,active_reviewed,Q01638,ILRL1_HUMAN,IL1RL1,no,yes,no
ILRL2_HUMAN,Q9HB29,IL1RL2,ENSG00000115598,,1,Receptors,surface,0.9701,surface,active_reviewed,Q9HB29,ILRL2_HUMAN,IL1RL2,no,yes,no
ILVBL_HUMAN,A1L0T0,ILVBL,ENSG00000105135,,NA,Unclassified,,0.3273,unclassified,active_reviewed,A1L0T0,HACL2_HUMAN,HACL2,yes,yes,no
IMPA3_HUMAN,Q9NX62,IMPAD1,ENSG00000104331,,2,Enzymes,nonsurface,0.0798,non_surface,active_reviewed,Q9NX62,IMPA3_HUMAN,BPNT2,yes,yes,no
IMPG1_HUMAN,Q17R60,IMPG1,ENSG00000112706,,NA,,,0.5749,unclassified,active_reviewed,Q17R60,IMPG1_HUMAN,IMPG1,no,yes,no
IMPG2_HUMAN,Q9BZV3,IMPG2,ENSG00000081148,,NA,Unclassified,surface,0.8443,surface,active_reviewed,Q9BZV3,IMPG2_HUMAN,IMPG2,no,yes,no
INAM1_HUMAN,C9JVW0,INAFM1,ENSG00000257704,,NA,Unclassified,nonsurface,0.2575,non_surface,active_reviewed,C9JVW0,INAM1_HUMAN,INAFM1,no,yes,no
INAM2_HUMAN,P0DMQ5,INAFM2,,,NA,Unclassified,nonsurface,0.3433,non_surface,active_reviewed,P0DMQ5,INAM2_HUMAN,INAFM2,no,yes,no
INAR1_HUMAN,P17181,IFNAR1,ENSG00000142166,,1,Receptors,surface,0.8902,surface,active_reviewed,P17181,INAR1_HUMAN,IFNAR1,no,yes,no
INAR2_HUMAN,P48551,IFNAR2,ENSG00000159110,,1,Receptors,surface,0.8942,surface,active_reviewed,P48551,INAR2_HUMAN,IFNAR2,no,yes,no
INGR1_HUMAN,P15260,IFNGR1,ENSG00000027697,CD119,1,Receptors,surface,0.9621,surface,active_reviewed,P15260,INGR1_HUMAN,IFNGR1,no,yes,no
INGR2_HUMAN,P38484,IFNGR2,ENSG00000159128;ENSG00000262795,,NA,Receptors,surface,0.9341,surface,active_reviewed,P38484,INGR2_HUMAN,IFNGR2,no,yes,no
INHA_HUMAN,P05111,INHA,ENSG00000123999,,NA,,,0.515,unclassified,active_reviewed,P05111,INHA_HUMAN,INHA,no,yes,no
INHBA_HUMAN,P08476,INHBA,ENSG00000122641,,NA,,,0.3493,unclassified,active_reviewed,P08476,INHBA_HUMAN,INHBA,no,yes,no
INHBB_HUMAN,P09529,INHBB,ENSG00000163083,,NA,,,0.4571,unclassified,active_reviewed,P09529,INHBB_HUMAN,INHBB,no,yes,no
INHBC_HUMAN,P55103,INHBC,ENSG00000175189,,NA,,,0.7126,unclassified,active_reviewed,P55103,INHBC_HUMAN,INHBC,no,yes,no
INHBE_HUMAN,P58166,INHBE,ENSG00000139269,,1,,,0.6248,unclassified,active_reviewed,P58166,INHBE_HUMAN,INHBE,no,yes,no
INLR1_HUMAN,Q8IU57,IFNLR1,ENSG00000185436,,NA,Receptors,surface,0.8044,surface,active_reviewed,Q8IU57,INLR1_HUMAN,IFNLR1,no,yes,no
INP5K_HUMAN,Q9BT40,INPP5K,,,NA,,,0.3134,unclassified,active_reviewed,Q9BT40,INP5K_HUMAN,INPP5K,no,yes,no
INSI1_HUMAN,O15503,INSIG1,ENSG00000186480,,NA,Unclassified,nonsurface,0.2011,non_surface,active_reviewed,O15503,INSI1_HUMAN,INSIG1,no,yes,no
INSI2_HUMAN,Q9Y5U4,INSIG2,ENSG00000125629,,NA,Unclassified,nonsurface,0.3094,non_surface,active_reviewed,Q9Y5U4,INSI2_HUMAN,INSIG2,no,yes,no
INSL3_HUMAN,P51460,INSL3,ENSG00000248099,,NA,,,0.6687,unclassified,active_reviewed,P51460,INSL3_HUMAN,INSL3,no,yes,no
INSL4_HUMAN,Q14641,INSL4,ENSG00000120211,,NA,,,0.7545,unclassified,active_reviewed,Q14641,INSL4_HUMAN,INSL4,no,yes,no
INSL5_HUMAN,Q9Y5Q6,INSL5,ENSG00000172410,,NA,,,0.3593,unclassified,active_reviewed,Q9Y5Q6,INSL5_HUMAN,INSL5,no,yes,no
INSL6_HUMAN,Q9Y581,INSL6,ENSG00000120210,,NA,,,0.4531,unclassified,active_reviewed,Q9Y581,INSL6_HUMAN,INSL6,no,yes,no
INSR2_HUMAN,F8WCM5,INS-IGF2,ENSG00000129965,,NA,,,0.3792,unclassified,active_reviewed,F8WCM5,INSR2_HUMAN,INS-IGF2,no,yes,no
INSRR_HUMAN,P14616,INSRR,ENSG00000027644,,NA,Receptors,surface,0.986,surface,active_reviewed,P14616,INSRR_HUMAN,INSRR,no,yes,no
INSR_HUMAN,P06213,INSR,ENSG00000171105,CD220,1,Receptors,surface,0.9143,surface,active_reviewed,P06213,INSR_HUMAN,INSR,no,yes,no
INS_HUMAN,P01308,INS,ENSG00000254647,,NA,,,0.3693,unclassified,active_reviewed,P01308,INS_HUMAN,INS,no,yes,no
INT1_HUMAN,Q8N201,INTS1,ENSG00000164880,,NA,,nonsurface,0.1049,non_surface,active_reviewed,Q8N201,INT1_HUMAN,INTS1,no,yes,no
INT2_HUMAN,Q9H0H0,INTS2,ENSG00000108506,,NA,,nonsurface,0.0829,non_surface,active_reviewed,Q9H0H0,INT2_HUMAN,INTS2,no,yes,no
INT3_HUMAN,Q68E01,INTS3,ENSG00000143624;ENSG00000262826,,NA,,,0.3353,unclassified,active_reviewed,Q68E01,INT3_HUMAN,INTS3,no,yes,no
INT5_HUMAN,Q6P9B9,INTS5,ENSG00000185085,,NA,Unclassified,nonsurface,0.2455,non_surface,active_reviewed,Q6P9B9,INT5_HUMAN,INTS5,no,yes,no
INT7_HUMAN,Q9NVH2,INTS7,ENSG00000143493,,NA,,nonsurface,0.1386,non_surface,active_reviewed,Q9NVH2,INT7_HUMAN,INTS7,no,yes,no
INVS_HUMAN,Q9Y283,INVS,ENSG00000119509,,NA,,,0.499,unclassified,active_reviewed,Q9Y283,INVS_HUMAN,INVS,no,yes,no
IOD1_HUMAN,P49895,DIO1,ENSG00000211452,,NA,Enzymes,nonsurface,0.0798,non_surface,active_reviewed,P49895,IOD1_HUMAN,DIO1,no,yes,no
IOD2_HUMAN,Q92813,DIO2,ENSG00000211448,,NA,Enzymes,nonsurface,0.1078,non_surface,active_reviewed,Q92813,IOD2_HUMAN,DIO2,no,yes,no
IOD3_HUMAN,P55073,DIO3,ENSG00000197406,,NA,Enzymes,nonsurface,0.0958,non_surface,active_reviewed,P55073,IOD3_HUMAN,DIO3,no,yes,no
IPIL1_HUMAN,Q6GPH6,ITPRIPL1,ENSG00000198885,,NA,Unclassified,nonsurface,0.2555,non_surface,active_reviewed,Q6GPH6,IPIL1_HUMAN,ITPRIPL1,no,yes,no
IPIL2_HUMAN,Q3MIP1,ITPRIPL2,ENSG00000205730,,NA,Unclassified,nonsurface,0.2375,non_surface,active_reviewed,Q3MIP1,IPIL2_HUMAN,ITPRIPL2,no,yes,no
IPO11_HUMAN,Q9UI26,IPO11,ENSG00000086200,,NA,,,0.475,unclassified,active_reviewed,Q9UI26,IPO11_HUMAN,IPO11,no,yes,no
IPO9_HUMAN,Q96P70,IPO9,ENSG00000198700,,NA,,,0.3653,unclassified,active_reviewed,Q96P70,IPO9_HUMAN,IPO9,no,yes,no
IPRI_HUMAN,Q8IWB1,ITPRIP,ENSG00000148841,,1,Unclassified,,0.3892,unclassified,active_reviewed,Q8IWB1,IPRI_HUMAN,ITPRIP,no,yes,no
IPSP_HUMAN,P05154,SERPINA5,ENSG00000188488,,NA,,,0.6687,unclassified,active_reviewed,P05154,IPSP_HUMAN,SERPINA5,no,yes,no
IQCF1_HUMAN,Q8N6M8,IQCF1,ENSG00000173389,,NA,Unclassified,nonsurface,0.0758,non_surface,active_reviewed,Q8N6M8,IQCF1_HUMAN,IQCF1,no,yes,no
IQCF3_HUMAN,P0C7M6,IQCF3,ENSG00000229972,,NA,,nonsurface,0.0838,non_surface,active_reviewed,P0C7M6,IQCF3_HUMAN,IQCF3,no,yes,no
IQCF5_HUMAN,A8MTL0,IQCF5,ENSG00000214681,,NA,Unclassified,nonsurface,0.0739,non_surface,active_reviewed,A8MTL0,IQCF5_HUMAN,IQCF5,no,yes,no
IQCF6_HUMAN,A8MYZ5,IQCF6,ENSG00000214686,,NA,,,0.2774,unclassified,active_reviewed,A8MYZ5,IQCF6_HUMAN,IQCF6,no,yes,no
IQEC1_HUMAN,Q6DN90,IQSEC1,ENSG00000144711,,NA,,nonsurface,0.1628,non_surface,active_reviewed,Q6DN90,IQEC1_HUMAN,IQSEC1,no,yes,no
IQEC2_HUMAN,Q5JU85,IQSEC2,ENSG00000124313,,NA,,nonsurface,0.1198,non_surface,active_reviewed,Q5JU85,IQEC2_HUMAN,IQSEC2,no,yes,no
IQEC3_HUMAN,Q9UPP2,IQSEC3,ENSG00000120645;ENSG00000262607,,NA,,nonsurface,0.0978,non_surface,active_reviewed,Q9UPP2,IQEC3_HUMAN,IQSEC3,no,yes,no
IR3IP_HUMAN,Q9Y5U9,IER3IP1,ENSG00000134049;ENSG00000267228,,NA,Unclassified,nonsurface,0.3351,non_surface,active_reviewed,Q9Y5U9,IR3IP_HUMAN,IER3IP1,no,yes,no
IRPL1_HUMAN,Q9NZN1,IL1RAPL1,ENSG00000169306,,NA,Receptors,surface,0.8603,surface,active_reviewed,Q9NZN1,IRPL1_HUMAN,IL1RAPL1,no,yes,no
IRPL2_HUMAN,Q9NP60,IL1RAPL2,ENSG00000189108,,NA,Receptors,surface,0.7365,surface,active_reviewed,Q9NP60,IRPL2_HUMAN,IL1RAPL2,no,yes,no
IRS4_HUMAN,O14654,IRS4,ENSG00000133124,,NA,,,0.3293,unclassified,active_reviewed,O14654,IRS4_HUMAN,IRS4,no,yes,no
ISK13_HUMAN,Q1W4C9,SPINK13,ENSG00000214510,,NA,,,0.6487,unclassified,active_reviewed,Q1W4C9,ISK13_HUMAN,SPINK13,no,yes,no
ISK14_HUMAN,Q6IE38,SPINK14,ENSG00000196800,,NA,,,0.7086,unclassified,active_reviewed,Q6IE38,ISK14_HUMAN,SPINK14,no,yes,no
ISK1_HUMAN,P00995,SPINK1,ENSG00000164266,,NA,,,0.3373,unclassified,active_reviewed,P00995,ISK1_HUMAN,SPINK1,no,yes,no
ISK2_HUMAN,P20155,SPINK2,ENSG00000128040,,NA,,,0.6806,unclassified,active_reviewed,P20155,ISK2_HUMAN,SPINK2,no,yes,no
ISK4_HUMAN,O60575,SPINK4,ENSG00000122711,,NA,,,0.3752,unclassified,active_reviewed,O60575,ISK4_HUMAN,SPINK4,no,yes,no
ISK5_HUMAN,Q9NQ38,SPINK5,ENSG00000133710,,NA,,,0.4232,unclassified,active_reviewed,Q9NQ38,ISK5_HUMAN,SPINK5,no,yes,no
ISK6_HUMAN,Q6UWN8,SPINK6,ENSG00000178172,,NA,,,0.3992,unclassified,active_reviewed,Q6UWN8,ISK6_HUMAN,SPINK6,no,yes,no
ISK7_HUMAN,P58062,SPINK7,ENSG00000145879,,NA,,,0.3493,unclassified,active_reviewed,P58062,ISK7_HUMAN,SPINK7,no,yes,no
ISK8_HUMAN,P0C7L1,SPINK8,ENSG00000229453,,NA,,,0.7285,unclassified,active_reviewed,P0C7L1,ISK8_HUMAN,SPINK8,no,yes,no
ISK9_HUMAN,Q5DT21,SPINK9,ENSG00000204909,,NA,,,0.3293,unclassified,active_reviewed,Q5DT21,ISK9_HUMAN,SPINK9,no,yes,no
ISLR2_HUMAN,Q6UXK2,ISLR2,ENSG00000167178,,NA,Miscellaneous,surface,0.9721,surface,active_reviewed,Q6UXK2,ISLR2_HUMAN,ISLR2,no,yes,no
ISLR_HUMAN,O14498,ISLR,ENSG00000129009,,1,,,0.7146,unclassified,active_reviewed,O14498,ISLR_HUMAN,ISLR,no,yes,no
ISM1_HUMAN,B1AKI9,ISM1,ENSG00000101230,,NA,,,0.6687,unclassified,active_reviewed,B1AKI9,ISM1_HUMAN,ISM1,no,yes,no
ISM2_HUMAN,Q6H9L7,ISM2,ENSG00000100593,,NA,,,0.7146,unclassified,active_reviewed,Q6H9L7,ISM2_HUMAN,ISM2,no,yes,no
ITA10_HUMAN,O75578,ITGA10,ENSG00000143127,,1,Receptors,surface,0.7385,surface,active_reviewed,O75578,ITA10_HUMAN,ITGA10,no,yes,no
ITA11_HUMAN,Q9UKX5,ITGA11,ENSG00000137809,,1,Receptors,surface,0.7685,surface,active_reviewed,Q9UKX5,ITA11_HUMAN,ITGA11,no,yes,no
ITA1_HUMAN,P56199,ITGA1,ENSG00000213949,CD49a,1,Receptors,surface,0.7074,surface,active_reviewed,P56199,ITA1_HUMAN,ITGA1,no,yes,no
ITA2B_HUMAN,P08514,ITGA2B,ENSG00000005961,CD41,1,Receptors,surface,0.8244,surface,active_reviewed,P08514,ITA2B_HUMAN,ITGA2B,no,yes,no
ITA2_HUMAN,P17301,ITGA2,ENSG00000164171,CD49b,1,Receptors,surface,0.9281,surface,active_reviewed,P17301,ITA2_HUMAN,ITGA2,no,yes,no
ITA3_HUMAN,P26006,ITGA3,ENSG00000005884,CD49c,1,Receptors,surface,0.9704,surface,active_reviewed,P26006,ITA3_HUMAN,ITGA3,no,yes,no
ITA4_HUMAN,P13612,ITGA4,ENSG00000115232,CD49d,1,Receptors,surface,0.9162,surface,active_reviewed,P13612,ITA4_HUMAN,ITGA4,no,yes,no
ITA5_HUMAN,P08648,ITGA5,ENSG00000161638,CD49e,1,Receptors,surface,0.9062,surface,active_reviewed,P08648,ITA5_HUMAN,ITGA5,no,yes,no
ITA6_HUMAN,P23229,ITGA6,ENSG00000091409,CD49f,1,Receptors,surface,0.9405,surface,active_reviewed,P23229,ITA6_HUMAN,ITGA6,no,yes,no
