census_accession,census_class,census_identity_status,source_identifiers,fetch_failed,fetch_error,fetched_on,uniprot_release,span_aa_v1,span_aa,span_start,span_end,span_rule,span_category,no_span_reason,span_boundary_coordinate,terms_unruled,terms_held,guards,parsed_under
Q8NGC0,surface,active,O5AU1_HUMAN,false,,2026-08-06,2008-11-04,79,79,1,79,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A6NHG9,surface,active,O5H14_HUMAN,false,,2026-08-06,2007-07-24,31,31,165,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A6NDH6,surface,active,O5H15_HUMAN,false,,2026-08-06,2007-07-24,31,31,165,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A6NJZ3,surface,active,O6C65_HUMAN,false,,2026-08-06,2007-07-24,32,32,163,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A6NDL8,surface,active,O6C68_HUMAN,false,,2026-08-06,2007-11-13,33,33,165,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A6NIJ9,surface,active,O6C70_HUMAN,false,,2026-08-06,2007-07-24,32,32,163,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A6NCV1,surface,active,O6C74_HUMAN,false,,2026-08-06,2007-07-24,33,33,162,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A6NL08,surface,active,O6C75_HUMAN,false,,2026-08-06,2007-07-24,33,33,162,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A6NM76,surface,active,O6C76_HUMAN,false,,2026-08-06,2007-07-24,32,32,164,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6IFN5,surface,active,O7E24_HUMAN,false,,2026-08-06,2004-07-05,43,43,1,43,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q15743,surface,active,OGR1_HUMAN,false,,2026-08-06,1996-11-01,16,16,161,176,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P78380,surface,active,OLR1_HUMAN,false,,2026-08-06,1997-05-01,216,216,58,273,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P23515,surface,active,OMGP_HUMAN,false,,2026-08-06,1992-05-01,,392,25,416,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96PE5,surface,active,OPALI_HUMAN,false,,2026-08-06,2001-12-01,29,29,1,29,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q14982,surface,active,OPCM_HUMAN,false,,2026-08-06,1996-11-01,,294,28,321,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H1Y3,surface,active,OPN3_HUMAN,false,,2026-08-06,2001-03-01,40,40,1,40,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UHM6,surface,active,OPN4_HUMAN,false,,2026-08-06,2000-05-01,72,72,1,72,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6U736,surface,active,OPN5_HUMAN,false,,2026-08-06,2006-10-17,33,33,1,33,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P41143,surface,active,OPRD_HUMAN,false,,2026-08-06,2010-11-02,47,47,1,47,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P41145,surface,active,OPRK_HUMAN,false,,2026-08-06,2006-10-17,57,57,1,57,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P35372,surface,active,OPRM_HUMAN,false,,2026-08-06,1998-07-15,68,68,1,68,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P41146,surface,active,OPRX_HUMAN,false,,2026-08-06,1995-02-01,48,48,1,48,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P03999,surface,active,OPSB_HUMAN,false,,2026-08-06,2023-06-28,30,30,1,30,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P08100,surface,active,OPSD_HUMAN,false,,2026-08-06,1988-08-01,36,36,1,36,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P04001,surface,active,OPSG_HUMAN,false,,2026-08-06,1986-10-23,52,52,1,52,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P04000,surface,active,OPSR_HUMAN,false,,2026-08-06,2022-02-23,52,52,1,52,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O14718,surface,active,OPSX_HUMAN,false,,2026-08-06,1998-01-01,26,26,1,26,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9P1Q5,surface,active,OR1A1_HUMAN,false,,2026-08-06,2008-11-04,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9Y585,surface,active,OR1A2_HUMAN,false,,2026-08-06,1999-11-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGR6,surface,active,OR1B1_HUMAN,false,,2026-08-06,2024-05-29,36,36,166,201,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q15619,surface,active,OR1C1_HUMAN,false,,2026-08-06,2005-07-05,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P34982,surface,active,OR1D2_HUMAN,false,,2026-08-06,2005-06-07,38,38,159,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P47884,surface,active,OR1D4_HUMAN,false,,2026-08-06,2003-10-03,38,38,159,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P58170,surface,active,OR1D5_HUMAN,false,,2026-08-06,2001-06-20,38,38,159,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P30953,surface,active,OR1E1_HUMAN,false,,2026-08-06,1993-07-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P47887,surface,active,OR1E2_HUMAN,false,,2026-08-06,2000-12-01,38,38,168,205,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8WZA6,surface,active,OR1E3_HUMAN,false,,2026-08-06,2008-01-15,28,28,1,28,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O43749,surface,active,OR1F1_HUMAN,false,,2026-08-06,1998-06-01,38,38,159,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96R84,surface,active,OR1F2_HUMAN,false,,2026-08-06,2003-10-10,38,38,158,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NHA8,surface,active,OR1FC_HUMAN,false,,2026-08-06,2002-10-01,38,38,159,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P47890,surface,active,OR1G1_HUMAN,false,,2026-08-06,2000-12-01,38,38,159,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O60431,surface,active,OR1I1_HUMAN,false,,2026-08-06,1998-08-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGS3,surface,active,OR1J1_HUMAN,false,,2026-08-06,2002-10-01,38,38,159,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGS2,surface,active,OR1J2_HUMAN,false,,2026-08-06,2002-10-01,38,38,159,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGS1,surface,active,OR1J4_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGR3,surface,active,OR1K1_HUMAN,false,,2026-08-06,2002-10-01,38,38,160,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH94,surface,active,OR1L1_HUMAN,false,,2026-08-06,2009-05-05,75,75,1,75,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH93,surface,active,OR1L3_HUMAN,false,,2026-08-06,2002-10-01,38,38,159,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGR5,surface,active,OR1L4_HUMAN,false,,2026-08-06,2002-10-01,38,38,160,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGR2,surface,active,OR1L6_HUMAN,false,,2026-08-06,2009-05-05,62,62,1,62,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGR8,surface,active,OR1L8_HUMAN,false,,2026-08-06,2002-10-01,38,38,160,197,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGA1,surface,active,OR1M1_HUMAN,false,,2026-08-06,2002-10-01,38,38,159,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGS0,surface,active,OR1N1_HUMAN,false,,2026-08-06,2002-10-01,38,38,157,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGR9,surface,active,OR1N2_HUMAN,false,,2026-08-06,2024-01-24,33,33,167,199,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH06,surface,active,OR1P1_HUMAN,false,,2026-08-06,2022-05-25,51,51,159,209,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q15612,surface,active,OR1Q1_HUMAN,false,,2026-08-06,2006-01-10,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH92,surface,active,OR1S1_HUMAN,false,,2026-08-06,2008-12-16,38,38,1,38,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGQ3,surface,active,OR1S2_HUMAN,false,,2026-08-06,2009-02-10,38,38,1,38,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGT9,surface,active,OR2A1_HUMAN,false,,2026-08-06,2003-10-10,38,38,158,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6IF42,surface,active,OR2A2_HUMAN,false,,2026-08-06,2005-12-20,37,37,158,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O95047,surface,active,OR2A4_HUMAN,false,,2026-08-06,1999-05-01,37,37,158,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96R48,surface,active,OR2A5_HUMAN,false,,2026-08-06,2006-01-10,38,38,159,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96R45,surface,active,OR2A7_HUMAN,false,,2026-08-06,2007-07-10,37,37,158,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9GZK3,surface,active,OR2B2_HUMAN,false,,2026-08-06,2001-03-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O76000,surface,active,OR2B3_HUMAN,false,,2026-08-06,1998-11-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P58173,surface,active,OR2B6_HUMAN,false,,2026-08-06,2001-06-20,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P59922,surface,active,OR2B8_HUMAN,false,,2026-08-06,2003-10-10,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q5JQS5,surface,active,OR2BB_HUMAN,false,,2026-08-06,2005-02-15,37,37,163,199,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O95371,surface,active,OR2C1_HUMAN,false,,2026-08-06,2010-11-02,38,38,159,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8N628,surface,active,OR2C3_HUMAN,false,,2026-08-06,2008-12-16,37,37,160,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H210,surface,active,OR2D2_HUMAN,false,,2026-08-06,2008-10-14,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGH3,surface,active,OR2D3_HUMAN,false,,2026-08-06,2009-02-10,41,41,1,41,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q13607,surface,active,OR2F1_HUMAN,false,,2026-08-06,2000-12-01,40,40,161,200,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O95006,surface,active,OR2F2_HUMAN,false,,2026-08-06,1999-05-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGZ5,surface,active,OR2G2_HUMAN,false,,2026-08-06,2002-10-01,37,37,162,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGZ4,surface,active,OR2G3_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q5TZ20,surface,active,OR2G6_HUMAN,false,,2026-08-06,2004-12-07,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9GZK4,surface,active,OR2H1_HUMAN,false,,2026-08-06,2001-03-01,37,37,157,193,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O95918,surface,active,OR2H2_HUMAN,false,,2026-08-06,2010-11-02,37,37,157,193,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGU4,surface,active,OR2I1_HUMAN,false,,2026-08-06,2025-02-05,38,38,158,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9GZK6,surface,active,OR2J1_HUMAN,false,,2026-08-06,2007-05-15,37,37,160,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O76002,surface,active,OR2J2_HUMAN,false,,2026-08-06,1998-11-01,37,37,160,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O76001,surface,active,OR2J3_HUMAN,false,,2026-08-06,1998-11-01,37,37,162,198,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGT1,surface,active,OR2K2_HUMAN,false,,2026-08-06,2019-04-10,35,35,165,199,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH16,surface,active,OR2L2_HUMAN,false,,2026-08-06,2002-10-01,37,37,158,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NG85,surface,active,OR2L3_HUMAN,false,,2026-08-06,2002-10-01,37,37,158,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NG80,surface,active,OR2L5_HUMAN,false,,2026-08-06,2002-10-01,37,37,158,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGY9,surface,active,OR2L8_HUMAN,false,,2026-08-06,2002-10-01,37,37,158,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8N349,surface,active,OR2LD_HUMAN,false,,2026-08-06,2002-10-01,37,37,158,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96R28,surface,active,OR2M2_HUMAN,false,,2026-08-06,2006-01-10,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NG83,surface,active,OR2M3_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96R27,surface,active,OR2M4_HUMAN,false,,2026-08-06,2004-11-23,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A3KFT3,surface,active,OR2M5_HUMAN,false,,2026-08-06,2007-04-03,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NG81,surface,active,OR2M7_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NQN1,surface,active,OR2S1_HUMAN,false,,2026-08-06,2001-06-20,37,37,160,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O43869,surface,active,OR2T1_HUMAN,false,,2026-08-06,2009-05-05,76,76,1,76,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6IF00,surface,active,OR2T2_HUMAN,false,,2026-08-06,2004-07-05,37,37,160,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH03,surface,active,OR2T3_HUMAN,false,,2026-08-06,2006-01-10,37,37,164,200,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH00,surface,active,OR2T4_HUMAN,false,,2026-08-06,2009-05-05,57,57,1,57,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6IEZ7,surface,active,OR2T5_HUMAN,false,,2026-08-06,2004-07-05,37,37,163,199,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NHC8,surface,active,OR2T6_HUMAN,false,,2026-08-06,2008-01-15,37,37,167,203,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P0C7T2,surface,active,OR2T7_HUMAN,false,,2026-08-06,2008-07-22,37,37,152,188,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A6NH00,surface,active,OR2T8_HUMAN,false,,2026-08-06,2007-07-24,37,37,165,201,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NHB1,surface,active,OR2V1_HUMAN,false,,2026-08-06,2007-12-04,31,31,1,31,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96R30,surface,active,OR2V2_HUMAN,false,,2026-08-06,2004-11-23,37,37,160,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9Y3N9,surface,active,OR2W1_HUMAN,false,,2026-08-06,1999-11-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q7Z3T1,surface,active,OR2W3_HUMAN,false,,2026-08-06,2005-12-06,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NHA6,surface,active,OR2W6_HUMAN,false,,2026-08-06,2002-10-01,36,36,167,202,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGV0,surface,active,OR2Y1_HUMAN,false,,2026-08-06,2002-10-01,36,36,159,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NG97,surface,active,OR2Z1_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P47881,surface,active,OR3A1_HUMAN,false,,2026-08-06,2007-05-29,38,38,162,199,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P47893,surface,active,OR3A2_HUMAN,false,,2026-08-06,2009-04-14,38,38,168,205,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P47888,surface,active,OR3A3_HUMAN,false,,2026-08-06,2009-04-14,38,38,168,205,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P47883,surface,active,OR3A4_HUMAN,false,,2026-08-06,2009-11-24,38,38,162,199,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGN8,surface,active,OR4A4_HUMAN,false,,2026-08-06,2002-10-01,37,37,157,193,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH83,surface,active,OR4A5_HUMAN,false,,2026-08-06,2011-04-05,36,36,157,192,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P0C604,surface,active,OR4A8_HUMAN,false,,2026-08-06,2008-01-15,33,33,161,193,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGF8,surface,active,OR4B1_HUMAN,false,,2026-08-06,2002-10-01,37,37,157,193,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH37,surface,active,OR4C3_HUMAN,false,,2026-08-06,2003-10-10,37,37,157,193,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGB2,surface,active,OR4C5_HUMAN,false,,2026-08-06,2002-10-01,46,46,1,46,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH72,surface,active,OR4C6_HUMAN,false,,2026-08-06,2002-10-01,37,37,157,193,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6IEV9,surface,active,OR4CB_HUMAN,false,,2026-08-06,2004-07-05,37,37,157,193,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96R67,surface,active,OR4CC_HUMAN,false,,2026-08-06,2003-10-10,37,37,157,193,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGP0,surface,active,OR4CD_HUMAN,false,,2026-08-06,2008-11-04,37,37,157,193,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGM1,surface,active,OR4CF_HUMAN,false,,2026-08-06,2002-10-01,37,37,158,194,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGL9,surface,active,OR4CG_HUMAN,false,,2026-08-06,2005-12-06,37,37,157,193,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q15615,surface,active,OR4D1_HUMAN,false,,2026-08-06,2010-03-02,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P58180,surface,active,OR4D2_HUMAN,false,,2026-08-06,2001-06-20,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGN0,surface,active,OR4D5_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGJ1,surface,active,OR4D6_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGE8,surface,active,OR4D9_HUMAN,false,,2026-08-06,2007-03-20,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGI6,surface,active,OR4DA_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGI4,surface,active,OR4DB_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P0C645,surface,active,OR4E1_HUMAN,false,,2026-08-06,2018-03-28,44,44,165,208,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGC2,surface,active,OR4E2_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6IEY1,surface,active,OR4F3_HUMAN,false,,2026-08-06,2004-07-05,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96R69,surface,active,OR4F4_HUMAN,false,,2026-08-06,2003-10-10,37,37,152,188,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH21,surface,active,OR4F5_HUMAN,false,,2026-08-06,2002-10-01,37,37,152,188,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGB9,surface,active,OR4F6_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGD4,surface,active,OR4K1_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGD2,surface,active,OR4K2_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96R72,surface,active,OR4K3_HUMAN,false,,2026-08-06,2008-01-15,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGD3,surface,active,OR4K5_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH42,surface,active,OR4KD_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGD5,surface,active,OR4KE_HUMAN,false,,2026-08-06,2002-10-01,37,37,160,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH41,surface,active,OR4KF_HUMAN,false,,2026-08-06,2022-02-23,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGC6,surface,active,OR4KH_HUMAN,false,,2026-08-06,2023-11-08,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH43,surface,active,OR4L1_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGD0,surface,active,OR4M1_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGB6,surface,active,OR4M2_HUMAN,false,,2026-08-06,2010-11-02,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGD1,surface,active,OR4N2_HUMAN,false,,2026-08-06,2002-10-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8N0Y3,surface,active,OR4N4_HUMAN,false,,2026-08-06,2008-12-16,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8IXE1,surface,active,OR4N5_HUMAN,false,,2026-08-06,2003-03-01,37,37,159,195,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NGL7,surface,active,OR4P4_HUMAN,false,,2026-08-06,2002-10-01,37,37,157,193,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P0C623,surface,active,OR4Q2_HUMAN,false,,2026-08-06,2022-08-03,33,33,164,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NH05,surface,active,OR4Q3_HUMAN,false,,2026-08-06,2002-10-01,37,37,160,196,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
