census_accession,census_class,census_identity_status,source_identifiers,fetch_failed,fetch_error,fetched_on,uniprot_release,span_aa_v1,span_aa,span_rule,span_category,no_span_reason,span_boundary_coordinate,terms_unruled,terms_held,parsed_under
Q8NFP9,non_surface,active,NBEA_HUMAN,false,,2026-08-06,2010-05-18,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8NCQ3,non_surface,active,NC301_HUMAN,false,,2026-08-06,2002-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6PIU2,non_surface,active,NCEH1_HUMAN,false,,2026-08-06,2006-12-12,,383,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9Y2A7,non_surface,active,NCKP1_HUMAN,false,,2026-08-06,1999-11-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P55160,non_surface,active,NCKPL_HUMAN,false,,2026-08-06,2008-12-16,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P16435,non_surface,active,NCPR_HUMAN,false,,2026-08-06,2007-01-23,,20,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BTX1,non_surface,active,NDC1_HUMAN,false,,2026-08-06,2006-05-16,,30,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P52848,non_surface,active,NDST1_HUMAN,false,,2026-08-06,1996-10-01,,843,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P52849,non_surface,active,NDST2_HUMAN,false,,2026-08-06,1996-10-01,,844,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O95803,non_surface,active,NDST3_HUMAN,false,,2026-08-06,1999-05-01,,839,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9H3R1,non_surface,active,NDST4_HUMAN,false,,2026-08-06,2001-03-01,,838,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O15239,non_surface,active,NDUA1_HUMAN,false,,2026-08-06,1998-01-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O95167,non_surface,active,NDUA3_HUMAN,false,,2026-08-06,1999-05-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O00483,non_surface,active,NDUA4_HUMAN,false,,2026-08-06,1997-07-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9P0J0,non_surface,active,NDUAD_HUMAN,false,,2026-08-06,2007-01-23,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O75438,non_surface,active,NDUB1_HUMAN,false,,2026-08-06,1998-11-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O95178,non_surface,active,NDUB2_HUMAN,false,,2026-08-06,1999-05-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O43676,non_surface,active,NDUB3_HUMAN,false,,2026-08-06,2007-01-23,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O95168,non_surface,active,NDUB4_HUMAN,false,,2026-08-06,2007-01-23,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O43674,non_surface,active,NDUB5_HUMAN,false,,2026-08-06,1998-06-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O95139,non_surface,active,NDUB6_HUMAN,false,,2026-08-06,2007-01-23,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O95169,non_surface,active,NDUB8_HUMAN,false,,2026-08-06,1999-05-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NX14,non_surface,active,NDUBB_HUMAN,false,,2026-08-06,2000-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O43677,non_surface,active,NDUC1_HUMAN,false,,2026-08-06,1998-06-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O95298,non_surface,active,NDUC2_HUMAN,false,,2026-08-06,1999-05-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
E9PQ53,non_surface,active,NDUCR_HUMAN,false,,2026-08-06,2011-04-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q99608,non_surface,active,NECD_HUMAN,false,,2026-08-06,1997-05-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N9A8,non_surface,active,NEPR1_HUMAN,false,,2026-08-06,2002-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BT67,non_surface,active,NFIP1_HUMAN,false,,2026-08-06,2001-06-01,28,28,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NV92,non_surface,active,NFIP2_HUMAN,false,,2026-08-06,2005-08-30,28,28,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6ZNB6,non_surface,active,NFXL1_HUMAN,false,,2026-08-06,2007-03-06,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8IY84,non_surface,active,NIM1_HUMAN,false,,2026-08-06,2003-03-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NZG7,non_surface,active,NINJ2_HUMAN,false,,2026-08-06,2000-10-01,60,60,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q7RTP0,non_surface,active,NIPA1_HUMAN,false,,2026-08-06,2003-12-15,27,27,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N8Q9,non_surface,active,NIPA2_HUMAN,false,,2026-08-06,2002-10-01,21,21,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8IVV8,non_surface,active,NKAI4_HUMAN,false,,2026-08-06,2004-04-26,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q16617,non_surface,active,NKG7_HUMAN,false,,2026-08-06,1996-11-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q17RQ9,non_surface,active,NKPD1_HUMAN,false,,2026-08-06,2006-07-25,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q7RTR2,non_surface,active,NLRC3_HUMAN,false,,2026-08-06,2007-07-24,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9C002,non_surface,active,NMES1_HUMAN,false,,2026-08-06,2001-06-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q16517,non_surface,active,NNAT_HUMAN,false,,2026-08-06,1996-11-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q13423,non_surface,active,NNTM_HUMAN,false,,2026-08-06,2004-08-16,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9Y3T9,non_surface,active,NOC2L_HUMAN,false,,2026-08-06,2011-01-11,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q15155,non_surface,active,NOMO1_HUMAN,false,,2026-08-06,2010-05-18,1124,1124,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5JPE7,non_surface,active,NOMO2_HUMAN,false,,2026-08-06,2005-02-15,,1124,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P69849,non_surface,active,NOMO3_HUMAN,false,,2026-08-06,2010-05-18,1124,1124,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
E5RHQ5,non_surface,active,NPB11_HUMAN,false,,2026-08-06,2011-02-08,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q92617,non_surface,active,NPIB3_HUMAN,false,,2026-08-06,2008-11-25,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
C9JG80,non_surface,active,NPIB4_HUMAN,false,,2026-08-06,2011-06-28,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
A8MRT5,non_surface,active,NPIB5_HUMAN,false,,2026-08-06,2011-03-08,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
E9PQR5,non_surface,active,NPIB8_HUMAN,false,,2026-08-06,2011-04-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
A6NJU9,non_surface,active,NPIL5_HUMAN,false,,2026-08-06,2011-03-08,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O00624,non_surface,active,NPT3_HUMAN,false,,2026-08-06,2006-09-19,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O95502,non_surface,active,NPTXR_HUMAN,false,,2026-08-06,2009-05-05,477,477,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P22736,non_surface,active,NR4A1_HUMAN,false,,2026-08-06,1991-08-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N912,non_surface,active,NRAC_HUMAN,false,,2026-08-06,2002-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P56975,non_surface,active,NRG3_HUMAN,false,,2026-08-06,2000-12-01,360,360,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8IXM6,non_surface,active,NRM_HUMAN,false,,2026-08-06,2003-03-01,,30,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8IZ57,non_surface,active,NRSN1_HUMAN,false,,2026-08-06,2003-03-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9GZP1,non_surface,active,NRSN2_HUMAN,false,,2026-08-06,2001-03-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q15738,non_surface,active,NSDHL_HUMAN,false,,2026-08-06,2000-05-30,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P42857,non_surface,active,NSG1_HUMAN,false,,2026-08-06,1995-11-01,,82,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9Y328,non_surface,active,NSG2_HUMAN,false,,2026-08-06,1999-11-01,,79,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NXE4,non_surface,active,NSMA3_HUMAN,false,,2026-08-06,2018-03-28,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O60906,non_surface,active,NSMA_HUMAN,false,,2026-08-06,2007-11-13,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9GZY6,non_surface,active,NTAL_HUMAN,false,,2026-08-06,2001-03-01,5,5,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P03886,non_surface,active,NU1M_HUMAN,false,,2026-08-06,1986-07-21,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q92621,non_surface,active,NU205_HUMAN,false,,2026-08-06,2010-05-18,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P03891,non_surface,active,NU2M_HUMAN,false,,2026-08-06,1992-12-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P03897,non_surface,active,NU3M_HUMAN,false,,2026-08-06,1986-07-21,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P03901,non_surface,active,NU4LM_HUMAN,false,,2026-08-06,1986-07-21,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P03905,non_surface,active,NU4M_HUMAN,false,,2026-08-06,1986-07-21,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P03915,non_surface,active,NU5M_HUMAN,false,,2026-08-06,2000-05-30,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P03923,non_surface,active,NU6M_HUMAN,false,,2026-08-06,2000-05-30,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NRX3,non_surface,active,NUA4L_HUMAN,false,,2026-08-06,2000-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N1F7,non_surface,active,NUP93_HUMAN,false,,2026-08-06,2006-10-17,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96DL1,non_surface,active,NXPE2_HUMAN,false,,2026-08-06,2011-01-11,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9P2P1,non_surface,active,NYNRI_HUMAN,false,,2026-08-06,2008-01-15,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O15243,non_surface,active,OBRG_HUMAN,false,,2026-08-06,1998-01-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q2M2E3,non_surface,active,ODFP4_HUMAN,false,,2026-08-06,2007-09-11,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5SWX8,non_surface,active,ODR4_HUMAN,false,,2026-08-06,2004-12-21,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6PK18,non_surface,active,OGFD3_HUMAN,false,,2026-08-06,2008-03-18,,254,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96E52,non_surface,active,OMA1_HUMAN,false,,2026-08-06,2001-12-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O60313,non_surface,active,OPA1_HUMAN,false,,2026-08-06,2008-11-25,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96SN7,non_surface,active,ORAI2_HUMAN,false,,2026-08-06,2001-12-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9P0S3,non_surface,active,ORML1_HUMAN,false,,2026-08-06,2000-10-01,2,2,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q53FV1,non_surface,active,ORML2_HUMAN,false,,2026-08-06,2005-11-08,27,27,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N138,non_surface,active,ORML3_HUMAN,false,,2026-08-06,2002-10-01,,4,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BXI2,non_surface,active,ORNT2_HUMAN,false,,2026-08-06,2008-10-14,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9H0X9,non_surface,active,OSBL5_HUMAN,false,,2026-08-06,2001-03-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BZF1,non_surface,active,OSBL8_HUMAN,false,,2026-08-06,2003-12-15,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96SU4,non_surface,active,OSBL9_HUMAN,false,,2026-08-06,2002-02-11,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P39656,non_surface,active,OST48_HUMAN,false,,2026-08-06,2009-06-16,,385,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P0C6T2,non_surface,active,OST4_HUMAN,false,,2026-08-06,2008-04-08,,4,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NRP0,non_surface,active,OSTC_HUMAN,false,,2026-08-06,2000-10-01,30,30,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9HC10,non_surface,active,OTOF_HUMAN,false,,2026-08-06,2006-10-17,13,13,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q15070,non_surface,active,OXA1L_HUMAN,false,,2026-08-06,2024-01-24,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96HA1,non_surface,active,P121A_HUMAN,false,,2026-08-06,2008-09-02,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
A8CG34,non_surface,active,P121C_HUMAN,false,,2026-08-06,2018-03-28,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
A6NNC1,non_surface,active,P12LL_HUMAN,false,,2026-08-06,2008-09-02,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q93086,non_surface,active,P2RX5_HUMAN,false,,2026-08-06,2024-05-29,268,268,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NXG6,non_surface,active,P4HTM_HUMAN,false,,2026-08-06,2003-06-16,,421,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6IN85,non_surface,active,P4R3A_HUMAN,false,,2026-08-06,2004-07-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O14683,non_surface,active,P5I11_HUMAN,false,,2026-08-06,2010-06-15,24,24,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q3MJ16,non_surface,active,PA24E_HUMAN,false,,2026-08-06,2018-03-28,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8TE04,non_surface,active,PANK1_HUMAN,false,,2026-08-06,2003-01-17,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
