census_accession,span_aa,segment_count,extracellular_total_aa,discarded_aa,folded_fraction,topology,segments
Q13948,38,1,38,0,1.000,contiguous,641-678
Q8TCG5,28,1,28,0,1.000,contiguous,76-103
Q5JUK3,27,4,43,16,0.628,intermittent,127-153;209-215;275-281;303-304
O15529,25,4,81,56,0.309,intermittent,1-19;69-90;154-178;244-258
Q6PIU2,383,1,383,0,1.000,contiguous,26-408
Q9NTG1,1165,6,1487,322,0.783,intermittent,20-1184;1411-1427;1598-1607;1730-1966;2018-2042;2113-2145
Q9HAR2,843,4,871,28,0.968,intermittent,20-862;919-926;991-1005;1074-1078
Q92823,1143,1,1143,0,1.000,contiguous,25-1167
Q8NH69,36,4,98,62,0.367,intermittent,1-25;76-99;161-196;259-271
Q7Z404,168,5,335,167,0.501,intermittent,1-168;271-348;416-425;505-542;614-654
Q8IZF5,750,4,803,53,0.934,intermittent,26-775;833-851;903-928;995-1002
Q7Z7M9,905,1,905,0,1.000,contiguous,36-940
P14415,223,1,223,0,1.000,contiguous,68-290
P17948,732,1,732,0,1.000,contiguous,27-758
Q6UXE8,220,1,220,0,1.000,contiguous,18-237
P07359,515,1,515,0,1.000,contiguous,17-531
Q9H1D0,37,4,67,30,0.552,intermittent,389-425;484-489;553-565;586-596
P23763,2,1,2,0,1.000,contiguous,117-118
P0C646,29,4,77,48,0.377,intermittent,1-14;65-85;150-178;245-257
Q8NG81,37,4,96,59,0.385,intermittent,1-25;80-100;159-195;260-272
Q9Y663,363,1,363,0,1.000,contiguous,44-406
Q5VY80,192,0,0,0,,no_accepted_segment,
P26715,140,1,140,0,1.000,contiguous,94-233
Q8TCU5,651,2,822,171,0.792,intermittent,24-674;762-932
Q902F9,543,1,543,0,1.000,contiguous,90-632
Q9Y6N8,559,1,559,0,1.000,contiguous,55-613
Q8NFZ8,304,1,304,0,1.000,contiguous,21-324
Q13683,1049,1,1049,0,1.000,contiguous,34-1082
O43556,317,1,317,0,1.000,contiguous,1-317
Q92692,329,1,329,0,1.000,contiguous,32-360
O94823,30,5,73,43,0.411,intermittent,105-110;339-368;1133-1144;1217-1223;1274-1291
Q9BSR8,8,2,12,4,0.667,intermittent,135-138;188-195
Q04900,139,1,139,0,1.000,contiguous,24-162
Q13061,661,1,661,0,1.000,contiguous,69-729
Q8N967,275,1,275,0,1.000,contiguous,36-310
O15162,13,1,13,0,1.000,contiguous,306-318
P61647,374,1,374,0,1.000,contiguous,25-398
A1L3X0,26,4,66,40,0.394,intermittent,2-27;94-115;163-171;228-236
Q96P31,556,1,556,0,1.000,contiguous,18-573
P35499,119,16,357,238,0.333,intermittent,151-157;211-216;273-391;417-423;598-608;663-664;718-746;768-778;1051-1063;1116-1123;1180-1230;1253-1269;1373-1383;1433-1445;1500-1521;1545-1574
Q8NH01,37,4,93,56,0.398,intermittent,1-22;77-97;156-192;257-269
P05067,684,1,684,0,1.000,contiguous,18-701
Q9Y328,79,1,79,0,1.000,contiguous,93-171
Q9NZ94,672,1,672,0,1.000,contiguous,38-709
Q3KNT9,129,1,129,0,1.000,contiguous,17-145
Q9Y6X5,392,1,392,0,1.000,contiguous,16-407
Q9NYQ6,2448,4,2478,30,0.988,intermittent,22-2469;2523-2527;2594-2611;2677-2683
Q8NH89,42,4,104,62,0.404,intermittent,1-25;76-99;155-196;259-271
Q86WI1,4190,1,4190,0,1.000,contiguous,21-4210
Q8WVP7,27,5,110,83,0.245,intermittent,1-19;84-110;173-187;313-339;405-426
Q5TFQ8,342,1,342,0,1.000,contiguous,30-371
O60512,362,1,362,0,1.000,contiguous,32-393
Q8N0Y5,36,4,98,62,0.367,intermittent,1-25;76-99;161-196;258-270
Q9BY67,330,1,330,0,1.000,contiguous,45-374
Q13410,216,1,216,0,1.000,contiguous,27-242
O43157,1471,1,1471,0,1.000,contiguous,20-1490
O75923,13,1,13,0,1.000,contiguous,2068-2080
Q92887,41,9,144,103,0.285,intermittent,1-27;90-93;148-165;335-360;459-461;566-587;993-1033;1119-1119;1233-1234
P0DKB5,281,1,281,0,1.000,contiguous,27-307
Q16827,793,1,793,0,1.000,contiguous,30-822
Q5U4P2,295,1,295,0,1.000,contiguous,96-390
Q8NHU3,27,3,59,32,0.458,intermittent,101-127;180-205;269-274
Q86UG4,109,6,225,116,0.484,intermittent,127-145;197-223;296-311;401-420;473-581;640-673
Q13639,31,4,71,40,0.437,intermittent,1-19;79-92;158-188;284-290
O15431,61,2,64,3,0.953,intermittent,1-61;154-156
Q86UN3,343,0,0,0,,no_accepted_segment,
Q8N5K1,36,1,36,0,1.000,contiguous,2-37
Q8NGK2,36,4,102,66,0.353,intermittent,1-27;78-101;163-198;261-275
Q9HD43,727,1,727,0,1.000,contiguous,28-754
O60636,77,2,97,20,0.794,intermittent,35-54;112-188
Q96RB7,36,4,97,61,0.371,intermittent,1-25;76-98;160-195;258-270
Q8NGY3,41,4,114,73,0.360,intermittent,1-41;92-115;177-212;274-286
P19320,674,1,674,0,1.000,contiguous,25-698
Q92956,164,1,164,0,1.000,contiguous,39-202
Q8NGN7,37,4,95,58,0.389,intermittent,1-23;74-97;159-195;257-267
Q86XM0,703,1,703,0,1.000,contiguous,21-723
P01732,161,1,161,0,1.000,contiguous,22-182
Q96NU0,1220,1,1220,0,1.000,contiguous,26-1245
P25024,39,4,100,61,0.390,intermittent,1-39;97-111;175-199;265-285
Q9NR96,793,1,793,0,1.000,contiguous,26-818
Q99679,32,4,73,41,0.438,intermittent,1-32;97-104;169-191;274-283
Q53FP2,35,2,40,5,0.875,intermittent,27-61;110-114
Q6ZS10,185,1,185,0,1.000,contiguous,194-378
P58400,346,1,346,0,1.000,contiguous,51-396
P41273,205,1,205,0,1.000,contiguous,50-254
P32926,566,1,566,0,1.000,contiguous,50-615
P58180,37,4,94,57,0.394,intermittent,1-25;80-100;159-195;259-269
Q9ULW2,205,4,292,87,0.702,intermittent,21-225;284-311;373-393;465-502
Q2QL34,42,2,58,16,0.724,intermittent,35-50;109-150
O60896,90,1,90,0,1.000,contiguous,24-113
Q9Y5Y3,38,4,95,57,0.400,intermittent,1-38;97-109;171-198;290-305
Q86T26,378,1,378,0,1.000,contiguous,39-416
Q9UHI5,25,5,65,40,0.385,intermittent,66-73;150-157;211-230;288-312;383-386
Q6UXG3,229,1,229,0,1.000,contiguous,19-247
O14569,16,3,27,11,0.593,intermittent,39-46;107-122;184-186
Q8WVV5,233,1,233,0,1.000,contiguous,33-265
Q8NGK9,36,4,100,64,0.360,intermittent,1-27;78-101;163-198;261-273
Q9NPZ5,300,1,300,0,1.000,contiguous,24-323
Q6P4F1,448,1,448,0,1.000,contiguous,32-479
P22223,547,1,547,0,1.000,contiguous,108-654
Q9BY19,23,2,26,3,0.885,intermittent,96-98;158-180
P48509,109,2,127,18,0.858,intermittent,40-57;113-221
Q9NXG6,421,1,421,0,1.000,contiguous,82-502
Q6P531,418,1,418,0,1.000,contiguous,76-493
Q9Y5F6,664,1,664,0,1.000,contiguous,30-693
P22794,103,1,103,0,1.000,contiguous,31-133
Q92633,50,4,98,48,0.510,intermittent,1-50;108-121;185-204;281-294
Q02487,559,1,559,0,1.000,contiguous,136-694
Q8NGA4,46,3,97,51,0.474,intermittent,1-46;100-116;180-213
Q96KK4,37,4,98,61,0.378,intermittent,1-24;75-98;160-196;258-270
O14894,46,2,62,16,0.742,intermittent,31-46;112-157
Q9H172,64,3,85,21,0.753,intermittent,415-425;494-503;554-617
Q8NGI4,37,4,94,57,0.394,intermittent,1-25;80-100;159-195;259-269
Q07699,139,1,139,0,1.000,contiguous,19-157
Q8WVQ1,339,1,339,0,1.000,contiguous,63-401
Q8WWP7,14,1,14,0,1.000,contiguous,293-306
Q9BTX1,30,3,79,49,0.380,intermittent,46-68;136-165;247-272
Q14118,96,1,96,0,1.000,contiguous,654-749
Q6IWH7,105,4,238,133,0.441,intermittent,377-420;521-550;610-714;785-843
Q15619,37,4,96,59,0.385,intermittent,1-25;80-100;159-195;260-272
O95210,6,1,6,0,1.000,contiguous,1-6
Q2VWP7,914,1,914,0,1.000,contiguous,36-949
Q5VZR4,49,2,57,8,0.860,intermittent,1-49;104-111
P12314,277,1,277,0,1.000,contiguous,16-292
Q15629,26,4,72,46,0.361,intermittent,51-76;143-159;214-217;273-297
Q0VDE8,13,1,13,0,1.000,contiguous,1-13
O95406,25,2,26,1,0.962,intermittent,32-56;144-144
Q6GPH6,79,1,79,0,1.000,contiguous,25-103
Q8NH56,36,4,109,73,0.330,intermittent,1-33;85-108;170-205;268-283
Q99805,272,5,313,41,0.869,intermittent,29-300;396-398;459-466;544-554;613-631
Q9Y5X5,147,4,214,67,0.687,intermittent,1-147;206-221;284-319;399-413
P22748,265,0,0,0,,no_accepted_segment,
Q6ZRH7,1030,1,1030,0,1.000,contiguous,36-1065
Q9UP95,122,4,184,62,0.663,intermittent,142-149;226-248;298-419;474-504
A8MV81,11,1,11,0,1.000,contiguous,48-58
O60403,37,4,99,62,0.374,intermittent,1-25;76-99;161-197;260-272
Q9Y4A9,37,4,99,62,0.374,intermittent,1-25;76-99;161-197;260-272
Q8NGL9,37,4,92,55,0.402,intermittent,1-23;78-98;157-193;257-267
Q8TBG9,56,2,98,42,0.571,intermittent,26-81;136-177
Q13421,302,0,0,0,,no_accepted_segment,
Q9HDD0,9,1,9,0,1.000,contiguous,160-168
Q9UQC9,870,1,870,0,1.000,contiguous,32-901
Q969P0,552,1,552,0,1.000,contiguous,28-579
O60486,910,1,910,0,1.000,contiguous,35-944
Q99965,512,1,512,0,1.000,contiguous,175-686
P29016,286,1,286,0,1.000,contiguous,18-303
P34925,202,1,202,0,1.000,contiguous,26-227
Q9H4A9,430,0,0,0,,no_accepted_segment,
Q9Y5E9,660,1,660,0,1.000,contiguous,27-686
Q16819,647,1,647,0,1.000,contiguous,66-712
Q13563,227,4,273,46,0.832,intermittent,242-468;527-552;620-631;647-654
P10620,7,3,17,10,0.412,intermittent,3-9;97-99;149-155
Q8IYL9,21,4,43,22,0.488,intermittent,1-5;78-82;154-174;253-264
Q7Z3B1,286,0,0,0,,no_accepted_segment,
O94766,307,1,307,0,1.000,contiguous,29-335
Q9NZM1,15,1,15,0,1.000,contiguous,2047-2061
Q9UPI3,18,6,39,21,0.462,intermittent,102-119;170-176;237-241;339-342;397-399;464-465
Q9H4B8,427,0,0,0,,no_accepted_segment,
Q92537,81,1,81,0,1.000,contiguous,40-120
Q14524,85,16,312,227,0.272,intermittent,150-157;210-216;273-357;379-386;738-746;797-806;861-884;904-912;1226-1236;1292-1297;1356-1400;1423-1445;1548-1558;1613-1619;1680-1697;1715-1745
Q93063,672,1,672,0,1.000,contiguous,47-718
O75508,60,2,74,14,0.811,intermittent,23-82;144-157
P35575,36,5,107,71,0.336,intermittent,1-28;82-117;169-179;231-254;313-320
Q9UBD6,30,6,95,65,0.316,intermittent,31-60;107-123;170-177;240-250;303-303;367-394
Q2WGJ8,11,1,11,0,1.000,contiguous,83-93
P49683,62,4,115,53,0.539,intermittent,1-62;123-126;197-225;298-317
Q9UN76,104,1,104,0,1.000,contiguous,131-234
Q8NGE2,37,4,94,57,0.394,intermittent,1-23;78-98;157-193;258-270
Q9C0A0,1216,1,1216,0,1.000,contiguous,26-1241
O95800,46,4,94,48,0.489,intermittent,1-46;108-120;182-205;340-350
P04439,284,1,284,0,1.000,contiguous,25-308
Q5VV63,1178,1,1178,0,1.000,contiguous,53-1230
P42167,20,1,20,0,1.000,contiguous,435-454
Q9Y5Q0,22,2,27,5,0.815,intermittent,155-159;285-306
Q9C0H2,129,3,275,146,0.469,intermittent,1-42;108-211;258-386
Q9Y5S1,64,3,90,26,0.711,intermittent,410-429;488-493;557-620
Q01718,27,3,55,28,0.491,intermittent,1-27;87-99;242-256
Q86UE6,393,1,393,0,1.000,contiguous,35-427
Q8IU57,208,1,208,0,1.000,contiguous,21-228
P16234,505,1,505,0,1.000,contiguous,24-528
Q9NR82,11,4,35,24,0.314,intermittent,147-156;222-229;288-298;320-325
Q6IFH4,36,4,98,62,0.367,intermittent,1-25;76-99;161-196;259-271
P31994,175,1,175,0,1.000,contiguous,43-217
P20036,194,1,194,0,1.000,contiguous,29-222
Q9UN71,659,1,659,0,1.000,contiguous,31-689
Q5SSG8,455,1,455,0,1.000,contiguous,25-479
Q8N149,426,1,426,0,1.000,contiguous,24-449
P35368,45,4,79,34,0.570,intermittent,1-45;106-115;185-201;320-326
Q86YD5,156,1,156,0,1.000,contiguous,18-173
O75019,445,1,445,0,1.000,contiguous,17-461
Q8NFK1,41,2,73,32,0.562,intermittent,44-75;154-194
Q12912,39,1,39,0,1.000,contiguous,517-555
Q9NRY7,4,1,4,0,1.000,contiguous,294-297
Q96P66,35,4,91,56,0.385,intermittent,1-35;90-106;171-196;421-433
Q9BVH7,307,1,307,0,1.000,contiguous,30-336
Q9GZZ7,257,0,0,0,,no_accepted_segment,
O95237,15,1,15,0,1.000,contiguous,216-230
Q99527,62,4,126,64,0.492,intermittent,1-62;121-132;195-220;281-306
P15391,272,1,272,0,1.000,contiguous,20-291
P32238,41,4,99,58,0.414,intermittent,1-41;105-115;179-210;335-349
Q5ZPR3,438,1,438,0,1.000,contiguous,29-466
Q15615,37,4,94,57,0.394,intermittent,1-25;80-100;159-195;259-269
Q9Y5F2,664,1,664,0,1.000,contiguous,27-690
Q9NQ40,62,6,146,84,0.425,intermittent,24-43;93-97;159-220;314-335;381-396;449-469
Q86XQ3,21,4,48,27,0.438,intermittent,72-80;132-143;196-216;237-242
P20292,33,3,44,11,0.750,intermittent,1-8;78-80;129-161
O60706,97,8,230,133,0.422,intermittent,1-30;94-101;154-167;323-350;445-455;553-571;1012-1034;1149-1245
Q8N2G4,96,0,0,0,,no_accepted_segment,
Q9NTN9,658,1,658,0,1.000,contiguous,18-675
Q8NH94,75,4,146,71,0.514,intermittent,1-75;130-150;209-246;310-321
O60243,374,1,374,0,1.000,contiguous,38-411
O00341,102,1,102,0,1.000,contiguous,115-216
Q8N428,532,1,532,0,1.000,contiguous,27-558
Q96H15,290,1,290,0,1.000,contiguous,25-314
Q9HBG7,407,1,407,0,1.000,contiguous,48-454
P25025,48,4,109,61,0.440,intermittent,1-48;106-120;184-208;274-294
Q9H3T2,580,1,580,0,1.000,contiguous,25-604
Q8NGY2,39,4,100,61,0.390,intermittent,1-25;76-98;160-198;260-272
P51512,445,1,445,0,1.000,contiguous,120-564
B6SEH8,300,1,300,0,1.000,contiguous,22-321
Q9NZU1,504,1,504,0,1.000,contiguous,49-552
P41180,591,4,625,34,0.946,intermittent,20-610;669-674;746-769;829-832
P08247,57,2,95,38,0.600,intermittent,50-106;162-199
Q9UGF5,36,4,96,60,0.375,intermittent,1-23;74-97;159-194;257-269
P11717,2264,1,2264,0,1.000,contiguous,41-2304
O60478,46,4,99,53,0.465,intermittent,1-46;101-111;181-188;259-292
O00548,528,1,528,0,1.000,contiguous,18-545
O15244,107,6,142,35,0.754,intermittent,44-150;199-208;260-263;370-375;436-441;486-494
P08034,38,2,68,30,0.559,intermittent,46-75;154-191
Q9ULZ9,439,0,0,0,,no_accepted_segment,
Q9Y226,97,6,125,28,0.776,intermittent,42-138;189-195;246-251;354-354;419-427;474-478
Q8IWA5,178,5,344,166,0.517,intermittent,55-232;278-315;386-457;526-563;621-638
Q8NGS1,37,4,96,59,0.385,intermittent,1-25;80-100;159-195;260-272
Q8N441,354,1,354,0,1.000,contiguous,25-378
Q9UL51,23,4,40,17,0.575,intermittent,237-240;310-317;391-413;436-440
Q9NP99,185,1,185,0,1.000,contiguous,21-205
P21589,522,0,0,0,,no_accepted_segment,
Q8NGV5,57,4,131,74,0.435,intermittent,1-57;108-131;193-229;291-303
Q9H6B4,217,1,217,0,1.000,contiguous,19-235
Q8WWV6,434,1,434,0,1.000,contiguous,17-450
Q8N271,286,3,618,332,0.463,intermittent,27-106;175-426;494-779
Q6P9G4,53,1,53,0,1.000,contiguous,23-75
Q8NH08,26,4,74,48,0.351,intermittent,1-26;79-101;169-171;222-243
Q96KA5,253,3,262,9,0.966,intermittent,32-284;343-346;424-428
Q9UKU6,963,1,963,0,1.000,contiguous,107-1069
Q9UPU3,991,1,991,0,1.000,contiguous,135-1125
O95944,171,1,171,0,1.000,contiguous,22-192
P47900,51,4,112,61,0.455,intermittent,1-51;110-125;189-214;285-303
P22897,1371,1,1371,0,1.000,contiguous,19-1389
P17302,32,2,63,31,0.508,intermittent,45-76;177-207
P49810,30,4,54,24,0.556,intermittent,109-138;188-200;245-249;383-388
Q9NXL6,290,6,371,81,0.782,intermittent,20-309;464-494;563-572;622-626;705-710;763-791
P16066,441,1,441,0,1.000,contiguous,33-473
P32302,55,4,125,70,0.440,intermittent,1-55;110-124;189-219;281-304
Q92637,183,1,183,0,1.000,contiguous,16-198
P80370,280,1,280,0,1.000,contiguous,24-303
Q9NST1,419,1,419,0,1.000,contiguous,63-481
A6NKK0,31,4,90,59,0.344,intermittent,1-28;78-98;165-195;262-271
Q8IZF7,451,4,504,53,0.895,intermittent,1-451;509-530;579-606;672-674
Q9NUM4,157,1,157,0,1.000,contiguous,118-274
P23975,67,6,139,72,0.482,intermittent,89-92;167-233;283-306;363-402;465-465;546-548
P61550,537,1,537,0,1.000,contiguous,39-575
Q8NGV6,41,4,114,73,0.360,intermittent,1-41;92-115;177-212;275-287
Q96E93,136,1,136,0,1.000,contiguous,60-195
P58335,285,1,285,0,1.000,contiguous,34-318
A6NDH6,31,4,90,59,0.344,intermittent,1-28;78-98;165-195;262-271
Q9UGQ3,35,6,81,46,0.432,intermittent,59-81;133-140;190-194;311-314;361-395;457-462
Q08554,557,1,557,0,1.000,contiguous,135-691
P04233,224,1,224,0,1.000,contiguous,73-296
Q8NGS9,37,4,105,68,0.352,intermittent,1-25;76-99;161-197;259-277
Q8NH80,37,4,88,51,0.420,intermittent,1-26;79-97;161-197;261-266
Q8NGE9,37,4,99,62,0.374,intermittent,1-25;76-99;161-197;259-271
Q8NHL6,438,1,438,0,1.000,contiguous,24-461
Q8IZJ1,351,1,351,0,1.000,contiguous,27-377
Q10589,113,1,113,0,1.000,contiguous,49-161
P17342,455,1,455,0,1.000,contiguous,27-481
A6ND01,208,0,0,0,,no_accepted_segment,
Q9NVV5,14,3,42,28,0.333,intermittent,31-44;111-124;180-193
Q8TDI8,51,5,155,104,0.329,intermittent,221-271;391-402;470-515;594-596;658-700
Q96RJ3,78,1,78,0,1.000,contiguous,1-78
Q8NGP8,36,4,98,62,0.367,intermittent,1-25;76-99;161-196;259-271
Q99442,17,1,17,0,1.000,contiguous,218-234
Q7Z602,31,4,90,59,0.344,intermittent,1-22;72-89;153-183;249-267
Q9H343,36,4,102,66,0.353,intermittent,1-27;78-101;163-198;261-275
Q8TB68,9,1,9,0,1.000,contiguous,1-9
Q12981,8,1,8,0,1.000,contiguous,221-228
Q96RI0,35,4,106,71,0.330,intermittent,48-82;130-151;214-247;305-319
Q9ULG6,519,1,519,0,1.000,contiguous,239-757
Q5SZK8,3067,1,3067,0,1.000,contiguous,47-3113
P21217,327,1,327,0,1.000,contiguous,35-361
Q9Y5F1,664,1,664,0,1.000,contiguous,27-690
O43300,389,1,389,0,1.000,contiguous,34-422
Q9NU53,245,1,245,0,1.000,contiguous,24-268
Q401N2,208,3,243,35,0.856,intermittent,26-233;287-298;390-412
Q8ND94,172,1,172,0,1.000,contiguous,23-194
O95185,340,1,340,0,1.000,contiguous,41-380
P20333,235,1,235,0,1.000,contiguous,23-257
Q7Z692,125,1,125,0,1.000,contiguous,33-157
P55287,564,1,564,0,1.000,contiguous,54-617
Q9H5K3,307,1,307,0,1.000,contiguous,44-350
Q9NS68,141,1,141,0,1.000,contiguous,30-170
Q8NH74,37,4,99,62,0.374,intermittent,1-25;76-99;161-197;259-271
Q15762,236,1,236,0,1.000,contiguous,19-254
Q5T4T1,37,2,52,15,0.712,intermittent,1-37;90-104
O95622,53,1,53,0,1.000,contiguous,857-909
Q9P2W7,307,1,307,0,1.000,contiguous,28-334
Q5JPE7,1124,1,1124,0,1.000,contiguous,32-1155
Q6IFG1,34,4,98,64,0.347,intermittent,1-30;81-101;166-199;262-274
Q8NGI0,36,4,103,67,0.350,intermittent,1-27;78-101;163-198;261-276
A8MXK1,119,1,119,0,1.000,contiguous,29-147
Q9NR16,1319,1,1319,0,1.000,contiguous,41-1359
Q8NCL8,32,2,55,23,0.582,intermittent,1-23;109-140
Q6U841,73,6,198,125,0.369,intermittent,531-538;584-596;648-720;784-809;877-912;957-998
P30203,385,1,385,0,1.000,contiguous,18-402
O14735,14,3,16,2,0.875,intermittent,27-27;95-95;161-174
Q14246,579,4,620,41,0.934,intermittent,21-599;657-666;732-747;815-829
P30542,26,4,54,28,0.481,intermittent,1-11;69-77;148-173;260-267
P59551,34,4,77,43,0.442,intermittent,1-7;62-88;150-183;256-264
Q6NVV3,67,5,118,51,0.568,intermittent,1-67;136-136;187-207;255-273;327-336
O75477,320,1,320,0,1.000,contiguous,29-348
P33908,591,1,591,0,1.000,contiguous,63-653
O14668,63,1,63,0,1.000,contiguous,21-83
P29965,215,1,215,0,1.000,contiguous,47-261
Q9UN67,666,1,666,0,1.000,contiguous,27-692
Q8WW62,179,1,179,0,1.000,contiguous,22-200
Q86SF2,628,1,628,0,1.000,contiguous,30-657
Q9UHW9,117,4,173,56,0.676,intermittent,159-165;246-263;317-433;488-518
P08962,101,2,120,19,0.842,intermittent,33-51;103-203
O15127,23,2,30,7,0.767,intermittent,175-181;240-262
Q9H313,129,3,277,148,0.466,intermittent,1-43;110-214;262-390
Q6UWR7,396,0,0,0,,no_accepted_segment,
Q96R28,37,4,96,59,0.385,intermittent,1-25;80-100;159-195;260-272
Q8TCT8,147,5,198,51,0.742,intermittent,26-172;242-247;307-311;362-399;459-460
Q5QGZ9,201,1,201,0,1.000,contiguous,65-265
Q9H2E6,631,1,631,0,1.000,contiguous,19-649
Q13705,119,1,119,0,1.000,contiguous,19-137
Q8J025,466,1,466,0,1.000,contiguous,27-492
Q96RD1,37,4,97,60,0.381,intermittent,1-23;74-97;159-195;257-269
Q9NY64,27,6,94,67,0.287,intermittent,47-70;118-127;178-182;278-292;341-367;426-438
Q7Z601,152,4,205,53,0.741,intermittent,1-152;217-233;300-316;379-397
P98161,3051,6,3363,312,0.907,intermittent,24-3074;3299-3323;3581-3582;3687-3901;3957-3984;4049-4090
Q5T601,564,4,602,38,0.937,intermittent,20-583;647-658;720-742;814-816
A2RUT3,39,1,39,0,1.000,contiguous,25-63
Q969Z4,137,1,137,0,1.000,contiguous,26-162
P21854,243,1,243,0,1.000,contiguous,117-359
O43526,13,4,44,31,0.295,intermittent,114-123;184-196;254-263;277-287
Q12846,1,1,1,0,1.000,contiguous,297-297
Q0D2K0,55,5,104,49,0.529,intermittent,1-55;124-124;175-195;245-261;315-324
Q8NGS3,38,4,97,59,0.392,intermittent,1-25;80-100;159-196;260-272
Q9UHI7,35,7,94,59,0.372,intermittent,74-81;125-159;226-229;244-250;334-358;424-426;479-490
O14975,134,2,138,4,0.971,intermittent,1-4;128-261
O75460,425,1,425,0,1.000,contiguous,19-443
Q9BZA8,816,1,816,0,1.000,contiguous,29-844
Q9H3S1,651,1,651,0,1.000,contiguous,33-683
P29017,285,1,285,0,1.000,contiguous,18-302
P48029,71,6,156,85,0.455,intermittent,82-87;160-230;291-304;363-394;466-479;542-560
Q14789,3,1,3,0,1.000,contiguous,3257-3259
Q9H9P2,195,1,195,0,1.000,contiguous,22-216
P26572,416,1,416,0,1.000,contiguous,30-445
Q8N8Q9,21,5,61,40,0.344,intermittent,1-9;78-78;129-149;197-215;268-278
P43004,93,5,163,70,0.571,intermittent,65-87;143-235;297-317;412-424;459-471
Q8TDV0,41,4,105,64,0.390,intermittent,1-41;93-116;175-201;274-286
P49281,38,6,88,50,0.432,intermittent,91-96;176-179;230-255;323-360;430-440;504-506
P08582,689,0,0,0,,no_accepted_segment,
Q96R45,37,4,95,58,0.389,intermittent,1-24;79-99;158-194;259-271
Q9Y3P8,16,1,16,0,1.000,contiguous,25-40
Q5R3F8,375,1,375,0,1.000,contiguous,23-397
Q96RD3,36,4,102,66,0.353,intermittent,1-27;78-101;163-198;260-274
Q9HCL0,672,1,672,0,1.000,contiguous,28-699
Q07075,918,1,918,0,1.000,contiguous,40-957
Q86XK7,211,1,211,0,1.000,contiguous,22-232
Q6DD88,1,1,1,0,1.000,contiguous,467-467
Q8IW52,600,1,600,0,1.000,contiguous,19-618
Q07001,224,1,224,0,1.000,contiguous,22-245
O60883,109,4,180,71,0.606,intermittent,26-134;189-205;273-310;383-398
Q8NGJ6,36,4,102,66,0.353,intermittent,1-27;78-101;163-198;260-274
Q8NHC7,36,4,96,60,0.375,intermittent,1-23;74-97;159-194;257-269
Q5T442,32,2,60,28,0.533,intermittent,47-78;238-265
Q8IZF3,385,4,441,56,0.873,intermittent,22-406;462-485;537-561;628-634
Q9BY21,47,4,115,68,0.409,intermittent,1-47;97-116;181-208;278-297
Q8NG99,37,4,99,62,0.374,intermittent,1-25;76-99;161-197;259-271
O43286,353,1,353,0,1.000,contiguous,36-388
Q96QT4,13,4,24,11,0.542,intermittent,877-882;944-956;1024-1025;1067-1069
P30926,218,3,257,39,0.848,intermittent,22-239;278-296;479-498
Q8NGZ2,42,4,102,60,0.412,intermittent,1-23;74-97;153-194;257-269
A0ZSE6,58,1,58,0,1.000,contiguous,56-113
P41440,14,6,49,35,0.286,intermittent,51-64;113-116;179-183;293-304;355-360;423-430
Q8WZA1,602,1,602,0,1.000,contiguous,59-660
P23276,665,1,665,0,1.000,contiguous,68-732
Q8N609,31,4,84,53,0.369,intermittent,51-81;143-164;216-219;271-297
O15303,561,4,615,54,0.912,intermittent,25-585;644-654;719-748;807-819
Q16099,525,2,685,160,0.766,intermittent,21-545;645-804
Q01740,509,1,509,0,1.000,contiguous,2-510
P55061,6,3,13,7,0.462,intermittent,51-52;108-112;161-166
Q9Y274,306,1,306,0,1.000,contiguous,26-331
Q6XYQ8,55,1,55,0,1.000,contiguous,1-55
O00337,57,7,223,166,0.256,intermittent,105-109;168-178;223-261;319-337;387-423;480-534;593-649
Q9UHF4,221,1,221,0,1.000,contiguous,30-250
Q8TCB6,32,4,97,65,0.330,intermittent,1-31;82-100;167-198;261-275
Q8N0W4,635,1,635,0,1.000,contiguous,42-676
O43184,501,1,501,0,1.000,contiguous,208-708
Q8TDW7,4122,1,4122,0,1.000,contiguous,33-4154
Q9P126,175,1,175,0,1.000,contiguous,55-229
Q9Y6W8,120,1,120,0,1.000,contiguous,21-140
Q9Y5G9,664,1,664,0,1.000,contiguous,60-723
Q96AD5,171,2,184,13,0.929,intermittent,30-42;159-329
P58173,37,4,96,59,0.385,intermittent,1-25;80-100;159-195;260-272
P78562,600,1,600,0,1.000,contiguous,42-641
Q9UKY0,126,0,0,0,,no_accepted_segment,
Q8IZ52,741,1,741,0,1.000,contiguous,35-775
Q8NGG3,55,4,128,73,0.430,intermittent,1-55;106-129;191-226;289-301
Q7Z442,1327,7,1650,323,0.804,intermittent,18-1344;1574-1594;1840-1865;1965-2143;2204-2218;2292-2312;2399-2459
