census_accession,census_class,span_aa,span_rule,band,tier,tier_reason,dtype,chunk_size,fold_order,span_definition,guards
P49768,surface,29,vocabulary,local,local,,int8,64,1912,v2-ruled-vocabulary-2026-08-07,
Q8NGE9,surface,37,vocabulary,local,local,,int8,64,1913,v2-ruled-vocabulary-2026-08-07,
O00144,surface,207,vocabulary,local,local,,int8,64,1914,v2-ruled-vocabulary-2026-08-07,
Q9H2C8,surface,36,vocabulary,local,local,,int8,64,1915,v2-ruled-vocabulary-2026-08-07,
Q86V35,non_surface,6,vocabulary,local,local,,int8,64,1916,v2-ruled-vocabulary-2026-08-07,
Q6ZSY5,non_surface,10,vocabulary,local,local,,int8,64,1917,v2-ruled-vocabulary-2026-08-07,
Q6ZMJ2,surface,414,vocabulary,local,local,,int8,64,1918,v2-ruled-vocabulary-2026-08-07,
Q96DB9,non_surface,124,vocabulary,local,local,,int8,64,1919,v2-ruled-vocabulary-2026-08-07,
Q9BT76,surface,211,vocabulary,local,local,,int8,64,1920,v2-ruled-vocabulary-2026-08-07,
Q86XM0,surface,703,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1921,v2-ruled-vocabulary-2026-08-07,
P23945,surface,349,vocabulary,local,local,,int8,64,1922,v2-ruled-vocabulary-2026-08-07,
P69849,non_surface,1124,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1923,v2-ruled-vocabulary-2026-08-07,
Q9NQ25,surface,204,vocabulary,local,local,,int8,64,1924,v2-ruled-vocabulary-2026-08-07,
Q01344,surface,322,vocabulary,local,local,,int8,64,1925,v2-ruled-vocabulary-2026-08-07,
P57727,non_surface,385,vocabulary,local,local,,int8,64,1926,v2-ruled-vocabulary-2026-08-07,
Q96RI9,surface,33,vocabulary,local,local,,int8,64,1927,v2-ruled-vocabulary-2026-08-07,
Q9BRY0,non_surface,22,vocabulary,local,local,,int8,64,1928,v2-ruled-vocabulary-2026-08-07,
Q9HC58,surface,63,vocabulary,local,local,,int8,64,1929,v2-ruled-vocabulary-2026-08-07,
O95259,non_surface,49,vocabulary,local,local,,int8,64,1930,v2-ruled-vocabulary-2026-08-07,
Q8N146,surface,37,vocabulary,local,local,,int8,64,1931,v2-ruled-vocabulary-2026-08-07,
Q96R27,surface,37,vocabulary,local,local,,int8,64,1932,v2-ruled-vocabulary-2026-08-07,
O60279,surface,539,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1933,v2-ruled-vocabulary-2026-08-07,
Q8N114,non_surface,77,vocabulary,local,local,,int8,64,1934,v2-ruled-vocabulary-2026-08-07,
P30530,surface,426,vocabulary,local,local,,int8,64,1935,v2-ruled-vocabulary-2026-08-07,
Q2HXU8,surface,212,vocabulary,local,local,,int8,64,1936,v2-ruled-vocabulary-2026-08-07,
Q8NGH5,surface,36,vocabulary,local,local,,int8,64,1937,v2-ruled-vocabulary-2026-08-07,
Q86SQ3,surface,176,vocabulary,local,local,,int8,64,1938,v2-ruled-vocabulary-2026-08-07,
Q7Z7M8,non_surface,374,vocabulary,local,local,,int8,64,1939,v2-ruled-vocabulary-2026-08-07,
Q8IZT8,non_surface,314,vocabulary,local,local,,int8,64,1940,v2-ruled-vocabulary-2026-08-07,
Q16281,non_surface,26,vocabulary,local,local,,int8,64,1941,v2-ruled-vocabulary-2026-08-07,
Q8NGC7,surface,43,vocabulary,local,local,,int8,64,1942,v2-ruled-vocabulary-2026-08-07,
Q8NGI4,surface,37,vocabulary,local,local,,int8,64,1943,v2-ruled-vocabulary-2026-08-07,
A6NMU1,surface,36,vocabulary,local,local,,int8,64,1944,v2-ruled-vocabulary-2026-08-07,
O43861,non_surface,17,vocabulary,local,local,,int8,64,1945,v2-ruled-vocabulary-2026-08-07,
A6NM03,surface,45,vocabulary,local,local,,int8,64,1946,v2-ruled-vocabulary-2026-08-07,
O75907,non_surface,12,vocabulary,local,local,,int8,64,1947,v2-ruled-vocabulary-2026-08-07,
P09564,surface,155,vocabulary,local,local,,int8,64,1948,v2-ruled-vocabulary-2026-08-07,
P23416,surface,229,vocabulary,local,local,,int8,64,1949,v2-ruled-vocabulary-2026-08-07,
Q9P273,surface,2368,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1950,v2-ruled-vocabulary-2026-08-07,
Q9P2V4,surface,505,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1951,v2-ruled-vocabulary-2026-08-07,
Q9GZK6,surface,37,vocabulary,local,local,,int8,64,1952,v2-ruled-vocabulary-2026-08-07,
Q6P4Q7,surface,178,vocabulary,local,local,,int8,64,1953,v2-ruled-vocabulary-2026-08-07,
Q9Y284,non_surface,11,vocabulary,local,local,,int8,64,1954,v2-ruled-vocabulary-2026-08-07,
O14522,surface,722,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1955,v2-ruled-vocabulary-2026-08-07,
P15144,surface,935,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1956,v2-ruled-vocabulary-2026-08-07,
P14784,surface,214,vocabulary,local,local,,int8,64,1957,v2-ruled-vocabulary-2026-08-07,
Q5I7T1,non_surface,37,vocabulary,local,local,,int8,64,1958,v2-ruled-vocabulary-2026-08-07,
Q96LB0,surface,31,vocabulary,local,local,,int8,64,1959,v2-ruled-vocabulary-2026-08-07,
P43307,surface,189,vocabulary,local,local,,int8,64,1960,v2-ruled-vocabulary-2026-08-07,
Q99679,surface,32,vocabulary,local,local,,int8,64,1961,v2-ruled-vocabulary-2026-08-07,
Q5SRI9,non_surface,433,vocabulary,local,local,,int8,64,1962,v2-ruled-vocabulary-2026-08-07,
Q5NUL3,surface,45,vocabulary,local,local,,int8,64,1963,v2-ruled-vocabulary-2026-08-07,
Q9H237,non_surface,38,vocabulary,local,local,,int8,64,1964,v2-ruled-vocabulary-2026-08-07,
Q9BSA4,surface,127,vocabulary,local,local,,int8,64,1965,v2-ruled-vocabulary-2026-08-07,
Q9Y5U4,non_surface,19,vocabulary,local,local,,int8,64,1966,v2-ruled-vocabulary-2026-08-07,
O95395,non_surface,412,vocabulary,local,local,,int8,64,1967,v2-ruled-vocabulary-2026-08-07,
Q3KNW5,surface,29,vocabulary,local,local,,int8,64,1968,v2-ruled-vocabulary-2026-08-07,
Q6T423,surface,115,vocabulary,local,local,,int8,64,1969,v2-ruled-vocabulary-2026-08-07,
Q9H252,non_surface,44,vocabulary,local,local,,int8,64,1970,v2-ruled-vocabulary-2026-08-07,
Q96LC7,surface,534,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1971,v2-ruled-vocabulary-2026-08-07,
P29033,surface,33,vocabulary,local,local,,int8,64,1972,v2-ruled-vocabulary-2026-08-07,
O15374,surface,22,vocabulary,local,local,,int8,64,1973,v2-ruled-vocabulary-2026-08-07,
P0CG37,surface,132,gpi_rule_A,local,local,,int8,64,1974,v2-ruled-vocabulary-2026-08-07,
Q8N205,non_surface,28,vocabulary,local,local,,int8,64,1975,v2-ruled-vocabulary-2026-08-07,
Q8NGG6,surface,37,vocabulary,local,local,,int8,64,1976,v2-ruled-vocabulary-2026-08-07,
O95377,surface,38,vocabulary,local,local,,int8,64,1977,v2-ruled-vocabulary-2026-08-07,
Q9BYF1,surface,723,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1978,v2-ruled-vocabulary-2026-08-07,
Q9Y219,surface,1054,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1979,v2-ruled-vocabulary-2026-08-07,
P32297,surface,219,vocabulary,local,local,,int8,64,1980,v2-ruled-vocabulary-2026-08-07,
Q9UGQ2,non_surface,4,vocabulary,local,local,,int8,64,1981,v2-ruled-vocabulary-2026-08-07,
Q96B86,surface,255,gpi_rule_A,local,local,,int8,64,1982,v2-ruled-vocabulary-2026-08-07,
Q7RTX1,surface,547,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1983,v2-ruled-vocabulary-2026-08-07,
Q9Y5H5,surface,668,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1984,v2-ruled-vocabulary-2026-08-07,
O75078,surface,509,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1985,v2-ruled-vocabulary-2026-08-07,
Q8NFZ3,surface,633,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1986,v2-ruled-vocabulary-2026-08-07,
Q16820,surface,630,vocabulary,above_local,rental,over_local_ceiling,fp16,64,1987,v2-ruled-vocabulary-2026-08-07,
Q75V66,surface,101,vocabulary,local,local,,int8,64,1988,v2-ruled-vocabulary-2026-08-07,
Q9NYV7,surface,36,vocabulary,local,local,,int8,64,1989,v2-ruled-vocabulary-2026-08-07,
Q8NGE8,surface,37,vocabulary,local,local,,int8,64,1990,v2-ruled-vocabulary-2026-08-07,
Q8TDM5,surface,77,gpi_rule_A,local,local,,int8,64,1991,v2-ruled-vocabulary-2026-08-07,
Q13530,surface,96,vocabulary,local,local,,int8,64,1992,v2-ruled-vocabulary-2026-08-07,
Q9ULK0,surface,542,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1993,v2-ruled-vocabulary-2026-08-07,
Q10469,non_surface,418,vocabulary,local,local,,int8,64,1994,v2-ruled-vocabulary-2026-08-07,
O95497,surface,469,gpi_rule_A,untested_band,rental,unmeasured_local_ceiling,fp16,64,1995,v2-ruled-vocabulary-2026-08-07,
A6NGU5,surface,542,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,1996,v2-ruled-vocabulary-2026-08-07,
Q8TBE1,non_surface,41,vocabulary,local,local,,int8,64,1997,v2-ruled-vocabulary-2026-08-07,
P56159,surface,404,gpi_rule_A,local,local,,int8,64,1998,v2-ruled-vocabulary-2026-08-07,
P0C7V7,non_surface,142,vocabulary,local,local,,int8,64,1999,v2-ruled-vocabulary-2026-08-07,
Q9UKX5,surface,1119,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2000,v2-ruled-vocabulary-2026-08-07,
O60241,surface,904,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2001,v2-ruled-vocabulary-2026-08-07,
P33151,surface,552,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2002,v2-ruled-vocabulary-2026-08-07,
Q9Y5G1,surface,661,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2003,v2-ruled-vocabulary-2026-08-07,
Q96A59,non_surface,39,vocabulary,local,local,,int8,64,2004,v2-ruled-vocabulary-2026-08-07,
O75185,non_surface,398,vocabulary,local,local,,int8,64,2005,v2-ruled-vocabulary-2026-08-07,
Q96RN1,surface,35,vocabulary,local,local,,int8,64,2006,v2-ruled-vocabulary-2026-08-07,
O75871,surface,120,vocabulary,local,local,,int8,64,2007,v2-ruled-vocabulary-2026-08-07,
P55064,surface,18,vocabulary,local,local,,int8,64,2008,v2-ruled-vocabulary-2026-08-07,
P51686,surface,48,vocabulary,local,local,,int8,64,2009,v2-ruled-vocabulary-2026-08-07,
Q8NFY4,surface,642,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2010,v2-ruled-vocabulary-2026-08-07,
Q9Y5H0,surface,663,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2011,v2-ruled-vocabulary-2026-08-07,
Q9NZC2,surface,156,vocabulary,local,local,,int8,64,2012,v2-ruled-vocabulary-2026-08-07,
P49286,surface,42,vocabulary,local,local,,int8,64,2013,v2-ruled-vocabulary-2026-08-07,
Q9H7F0,surface,53,vocabulary,local,local,,int8,64,2014,v2-ruled-vocabulary-2026-08-07,
Q99527,surface,62,vocabulary,local,local,,int8,64,2015,v2-ruled-vocabulary-2026-08-07,
P19440,surface,543,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2016,v2-ruled-vocabulary-2026-08-07,
Q13304,surface,64,vocabulary,local,local,,int8,64,2017,v2-ruled-vocabulary-2026-08-07,
O43525,non_surface,20,vocabulary,local,local,,int8,64,2018,v2-ruled-vocabulary-2026-08-07,
P22303,surface,556,gpi_rule_A,untested_band,rental,unmeasured_local_ceiling,fp16,64,2019,v2-ruled-vocabulary-2026-08-07,chain_end_exceeds_anchor
Q7L8C5,non_surface,6,vocabulary,local,local,,int8,64,2020,v2-ruled-vocabulary-2026-08-07,
Q9NQS3,surface,347,vocabulary,local,local,,int8,64,2021,v2-ruled-vocabulary-2026-08-07,
Q8NI17,surface,500,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2022,v2-ruled-vocabulary-2026-08-07,
P56746,surface,50,vocabulary,local,local,,int8,64,2023,v2-ruled-vocabulary-2026-08-07,
P32249,surface,31,vocabulary,local,local,,int8,64,2024,v2-ruled-vocabulary-2026-08-07,
P35498,surface,100,vocabulary,local,local,,int8,64,2025,v2-ruled-vocabulary-2026-08-07,
O76000,surface,37,vocabulary,local,local,,int8,64,2026,v2-ruled-vocabulary-2026-08-07,
Q8NH60,surface,36,vocabulary,local,local,,int8,64,2027,v2-ruled-vocabulary-2026-08-07,
A6NMZ5,surface,41,vocabulary,local,local,,int8,64,2028,v2-ruled-vocabulary-2026-08-07,
Q902F8,surface,543,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2029,v2-ruled-vocabulary-2026-08-07,
Q9Y5E2,surface,662,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2030,v2-ruled-vocabulary-2026-08-07,
Q92729,surface,731,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2031,v2-ruled-vocabulary-2026-08-07,
Q9Y2C2,non_surface,336,vocabulary,local,local,,int8,64,2032,v2-ruled-vocabulary-2026-08-07,
P17813,surface,561,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2033,v2-ruled-vocabulary-2026-08-07,
Q14392,surface,608,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2034,v2-ruled-vocabulary-2026-08-07,
O60487,surface,128,vocabulary,local,local,,int8,64,2035,v2-ruled-vocabulary-2026-08-07,
Q8NBJ9,surface,278,vocabulary,local,local,,int8,64,2036,v2-ruled-vocabulary-2026-08-07,
O15394,surface,678,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2037,v2-ruled-vocabulary-2026-08-07,
Q9HBT6,surface,560,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2038,v2-ruled-vocabulary-2026-08-07,
P01375,non_surface,177,vocabulary,local,local,,int8,64,2039,v2-ruled-vocabulary-2026-08-07,
Q8TDN7,non_surface,27,vocabulary,local,local,,int8,64,2040,v2-ruled-vocabulary-2026-08-07,
P16410,surface,126,vocabulary,local,local,,int8,64,2041,v2-ruled-vocabulary-2026-08-07,
Q9UGP8,non_surface,98,vocabulary,local,local,,int8,64,2042,v2-ruled-vocabulary-2026-08-07,
Q9BRR3,non_surface,216,vocabulary,local,local,,int8,64,2043,v2-ruled-vocabulary-2026-08-07,
Q9NZV1,surface,905,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2044,v2-ruled-vocabulary-2026-08-07,
Q16849,surface,541,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2045,v2-ruled-vocabulary-2026-08-07,
O95498,surface,470,gpi_rule_A,untested_band,rental,unmeasured_local_ceiling,fp16,64,2046,v2-ruled-vocabulary-2026-08-07,
Q6IEY1,surface,37,vocabulary,local,local,,int8,64,2047,v2-ruled-vocabulary-2026-08-07,
Q96N19,surface,33,vocabulary,local,local,,int8,64,2048,v2-ruled-vocabulary-2026-08-07,
P18850,non_surface,272,vocabulary,local,local,,int8,64,2049,v2-ruled-vocabulary-2026-08-07,
Q99466,surface,1424,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2050,v2-ruled-vocabulary-2026-08-07,
P42658,surface,749,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2051,v2-ruled-vocabulary-2026-08-07,
P48549,surface,24,vocabulary,local,local,,int8,64,2052,v2-ruled-vocabulary-2026-08-07,
P21730,surface,37,vocabulary,local,local,,int8,64,2053,v2-ruled-vocabulary-2026-08-07,
Q9Y5G6,surface,664,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2054,v2-ruled-vocabulary-2026-08-07,
Q7Z4T8,non_surface,416,vocabulary,local,local,,int8,64,2055,v2-ruled-vocabulary-2026-08-07,
Q9GZK4,surface,37,vocabulary,local,local,,int8,64,2056,v2-ruled-vocabulary-2026-08-07,
Q8NGQ4,surface,38,vocabulary,local,local,,int8,64,2057,v2-ruled-vocabulary-2026-08-07,
P30273,non_surface,5,vocabulary,local,local,,int8,64,2058,v2-ruled-vocabulary-2026-08-07,
P20594,surface,436,vocabulary,local,local,,int8,64,2059,v2-ruled-vocabulary-2026-08-07,
Q969M3,non_surface,2,vocabulary,local,local,,int8,64,2060,v2-ruled-vocabulary-2026-08-07,
Q9BZJ8,surface,44,vocabulary,local,local,,int8,64,2061,v2-ruled-vocabulary-2026-08-07,
Q99571,surface,284,vocabulary,local,local,,int8,64,2062,v2-ruled-vocabulary-2026-08-07,
Q9UBN1,surface,77,vocabulary,local,local,,int8,64,2063,v2-ruled-vocabulary-2026-08-07,
P10696,surface,483,gpi_rule_A,untested_band,rental,unmeasured_local_ceiling,fp16,64,2064,v2-ruled-vocabulary-2026-08-07,
Q9Y5E8,surface,664,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2065,v2-ruled-vocabulary-2026-08-07,
Q9Y3B3,surface,153,vocabulary,local,local,,int8,64,2066,v2-ruled-vocabulary-2026-08-07,
Q9UMX9,surface,27,vocabulary,local,local,,int8,64,2067,v2-ruled-vocabulary-2026-08-07,
P26717,surface,138,vocabulary,local,local,,int8,64,2068,v2-ruled-vocabulary-2026-08-07,
Q86YT9,surface,256,vocabulary,local,local,,int8,64,2069,v2-ruled-vocabulary-2026-08-07,
O94886,surface,51,vocabulary,local,local,,int8,64,2070,v2-ruled-vocabulary-2026-08-07,
Q9HD20,surface,179,vocabulary,local,local,,int8,64,2071,v2-ruled-vocabulary-2026-08-07,
Q8IZP9,surface,590,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2072,v2-ruled-vocabulary-2026-08-07,
P11230,surface,221,vocabulary,local,local,,int8,64,2073,v2-ruled-vocabulary-2026-08-07,
Q13291,surface,217,vocabulary,local,local,,int8,64,2074,v2-ruled-vocabulary-2026-08-07,
Q9H1U4,surface,484,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2075,v2-ruled-vocabulary-2026-08-07,
Q86V24,surface,17,vocabulary,local,local,,int8,64,2076,v2-ruled-vocabulary-2026-08-07,
Q14162,surface,402,vocabulary,local,local,,int8,64,2077,v2-ruled-vocabulary-2026-08-07,
P56748,surface,53,vocabulary,local,local,,int8,64,2078,v2-ruled-vocabulary-2026-08-07,
Q9H7Z7,non_surface,57,vocabulary,local,local,,int8,64,2079,v2-ruled-vocabulary-2026-08-07,
P47883,surface,38,vocabulary,local,local,,int8,64,2080,v2-ruled-vocabulary-2026-08-07,
Q5JTV8,non_surface,228,vocabulary,local,local,,int8,64,2081,v2-ruled-vocabulary-2026-08-07,
P59542,surface,33,vocabulary,local,local,,int8,64,2082,v2-ruled-vocabulary-2026-08-07,
Q9Y673,non_surface,7,vocabulary,local,local,,int8,64,2083,v2-ruled-vocabulary-2026-08-07,
O75129,surface,884,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2084,v2-ruled-vocabulary-2026-08-07,
Q9UBS5,surface,572,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2085,v2-ruled-vocabulary-2026-08-07,
Q13113,non_surface,28,vocabulary,local,local,,int8,64,2086,v2-ruled-vocabulary-2026-08-07,
Q76MJ5,non_surface,396,vocabulary,local,local,,int8,64,2087,v2-ruled-vocabulary-2026-08-07,
Q8N6L0,non_surface,20,vocabulary,local,local,,int8,64,2088,v2-ruled-vocabulary-2026-08-07,
Q9H2A9,non_surface,393,vocabulary,local,local,,int8,64,2089,v2-ruled-vocabulary-2026-08-07,
Q8NGV0,surface,36,vocabulary,local,local,,int8,64,2090,v2-ruled-vocabulary-2026-08-07,
Q14957,surface,535,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2091,v2-ruled-vocabulary-2026-08-07,
O00591,surface,218,vocabulary,local,local,,int8,64,2092,v2-ruled-vocabulary-2026-08-07,
P28827,surface,722,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2093,v2-ruled-vocabulary-2026-08-07,
Q6UXZ3,surface,147,vocabulary,local,local,,int8,64,2094,v2-ruled-vocabulary-2026-08-07,
Q9N2K0,surface,488,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2095,v2-ruled-vocabulary-2026-08-07,
Q13586,surface,191,vocabulary,local,local,,int8,64,2096,v2-ruled-vocabulary-2026-08-07,
Q9UNG2,surface,129,vocabulary,local,local,,int8,64,2097,v2-ruled-vocabulary-2026-08-07,
Q86SJ2,surface,359,vocabulary,local,local,,int8,64,2098,v2-ruled-vocabulary-2026-08-07,
P29972,surface,24,vocabulary,local,local,,int8,64,2099,v2-ruled-vocabulary-2026-08-07,
P47901,surface,35,vocabulary,local,local,,int8,64,2100,v2-ruled-vocabulary-2026-08-07,
Q9Y5P1,surface,36,vocabulary,local,local,,int8,64,2101,v2-ruled-vocabulary-2026-08-07,
Q6Y1H2,non_surface,30,vocabulary,local,local,,int8,64,2102,v2-ruled-vocabulary-2026-08-07,
Q6P4E1,non_surface,401,vocabulary,local,local,,int8,64,2103,v2-ruled-vocabulary-2026-08-07,
Q5VTY9,non_surface,45,vocabulary,local,local,,int8,64,2104,v2-ruled-vocabulary-2026-08-07,
Q96AG4,non_surface,42,vocabulary,local,local,,int8,64,2105,v2-ruled-vocabulary-2026-08-07,
O43490,surface,285,vocabulary,local,local,,int8,64,2106,v2-ruled-vocabulary-2026-08-07,
Q9BQT9,surface,828,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2107,v2-ruled-vocabulary-2026-08-07,
Q9BWV1,surface,825,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2108,v2-ruled-vocabulary-2026-08-07,
P34903,surface,246,vocabulary,local,local,,int8,64,2109,v2-ruled-vocabulary-2026-08-07,
Q7L0X0,surface,671,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2110,v2-ruled-vocabulary-2026-08-07,
P46093,surface,16,vocabulary,local,local,,int8,64,2111,v2-ruled-vocabulary-2026-08-07,
P13473,surface,347,vocabulary,local,local,,int8,64,2112,v2-ruled-vocabulary-2026-08-07,
O75063,non_surface,384,vocabulary,local,local,,int8,64,2113,v2-ruled-vocabulary-2026-08-07,
O15389,surface,425,vocabulary,local,local,,int8,64,2114,v2-ruled-vocabulary-2026-08-07,
Q9BS91,surface,60,vocabulary,local,local,,int8,64,2115,v2-ruled-vocabulary-2026-08-07,
Q9BSA9,non_surface,27,vocabulary,local,local,,int8,64,2116,v2-ruled-vocabulary-2026-08-07,
O15466,non_surface,338,vocabulary,local,local,,int8,64,2117,v2-ruled-vocabulary-2026-08-07,
Q5DID0,surface,1251,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2118,v2-ruled-vocabulary-2026-08-07,
O60637,surface,106,vocabulary,local,local,,int8,64,2119,v2-ruled-vocabulary-2026-08-07,
P13637,surface,42,vocabulary,local,local,,int8,64,2120,v2-ruled-vocabulary-2026-08-07,
Q9Y625,surface,505,gpi_rule_A,untested_band,rental,unmeasured_local_ceiling,fp16,64,2121,v2-ruled-vocabulary-2026-08-07,
Q9P1W3,surface,37,vocabulary,local,local,,int8,64,2122,v2-ruled-vocabulary-2026-08-07,
Q96R84,surface,38,vocabulary,local,local,,int8,64,2123,v2-ruled-vocabulary-2026-08-07,
P10321,surface,284,vocabulary,local,local,,int8,64,2124,v2-ruled-vocabulary-2026-08-07,
Q9Y5H8,surface,668,vocabulary,above_local,rental,over_local_ceiling,fp16,64,2125,v2-ruled-vocabulary-2026-08-07,
Q8N5C1,surface,45,vocabulary,local,local,,int8,64,2126,v2-ruled-vocabulary-2026-08-07,
Q96R09,surface,37,vocabulary,local,local,,int8,64,2127,v2-ruled-vocabulary-2026-08-07,
Q8IZF0,surface,70,vocabulary,local,local,,int8,64,2128,v2-ruled-vocabulary-2026-08-07,
Q96B42,non_surface,25,vocabulary,local,local,,int8,64,2129,v2-ruled-vocabulary-2026-08-07,
Q3SY77,non_surface,461,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2130,v2-ruled-vocabulary-2026-08-07,
P40189,surface,597,vocabulary,untested_band,rental,unmeasured_local_ceiling,fp16,64,2131,v2-ruled-vocabulary-2026-08-07,
